ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
15,1960-1961,Gene Conley,PF,30,27-30,BOS,75,,16.6,2.4,6.6,0.37,,,0.0,2.4,6.6,0.37,0.37,1.4,2.0,0.693,,,7.3,0.5,,,,3.7,6.3,-1.0,5.6
16,1960-1961,Ed Conlin,SF,27,27-30,PHW,77,,16.8,2.8,7.8,0.361,,,0.0,2.8,7.8,0.361,0.361,1.4,1.8,0.748,,,3.4,1.6,,,,2.0,7.0,-1.0,4.6
17,1960-1961,Larry Costello,PG,29,27-30,SYR,75,,28.9,5.4,11.3,0.482,,,0.0,5.4,11.3,0.482,0.482,3.6,4.5,0.799,,,3.9,5.5,,,,3.8,14.5,-1.0,13.3
18,1960-1961,Bob Cousy,PG,32,31-34,BOS,76,,32.5,6.8,18.2,0.371,,,0.0,6.8,18.2,0.371,0.371,4.6,5.9,0.779,,,4.4,7.7,,,,2.6,18.1,-1.0,14.9
19,1960-1961,Ralph Davis,SG,22,18-22,CIN,73,,16.6,2.5,6.2,0.401,,,0.0,2.5,6.2,0.401,0.401,0.5,0.7,0.654,,,1.2,2.4,,,,1.7,5.4,-1.0,3.4
20,1960-1961,Archie Dees,C,24,23-26,DET,28,,11.0,1.9,4.8,0.393,,,0.0,1.9,4.8,0.393,0.393,1.4,1.7,0.83,,,3.4,0.6,,,,1.8,5.2,-1.0,4.2
21,1960-1961,Walter Dukes,C,30,27-30,DET,73,,28.0,3.9,9.7,0.405,,,0.0,3.9,9.7,0.405,0.405,3.8,5.5,0.703,,,14.1,1.9,,,,4.3,11.7,-1.0,15.9
22,1960-1961,Wayne Embry,C,23,23-26,CIN,79,,28.3,5.8,12.8,0.451,,,0.0,5.8,12.8,0.451,0.451,2.8,4.2,0.668,,,10.9,1.6,,,,3.6,14.4,-1.0,14.9
23,1960-1961,Mike Farmer,SF,24,23-26,TOT,59,,22.1,3.1,7.8,0.39,,,0.0,3.1,7.8,0.39,0.39,1.2,1.6,0.734,,,6.4,1.4,,,,2.2,7.3,-1.0,7.8
23,1960-1961,Mike Farmer,SF,24,23-26,NYK,2,,3.0,0.0,0.5,0.0,,,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,,,1.0,0.0,-1.0,-0.5
23,1960-1961,Mike Farmer,SF,24,23-26,CIN,57,,22.7,3.2,8.1,0.391,,,0.0,3.2,8.1,0.391,0.391,1.2,1.6,0.734,,,6.6,1.4,,,,2.2,7.5,-1.0,8.0
24,1960-1961,Ray Felix,C,30,27-30,LAL,78,,19.4,2.4,6.5,0.372,,,0.0,2.4,6.5,0.372,0.372,1.7,2.5,0.699,,,6.9,0.5,,,,3.9,6.6,-1.0,5.2
25,1960-1961,Al Ferrari,SG,27,27-30,STL,63,,16.4,1.9,5.2,0.357,,,0.0,1.9,5.2,0.357,0.357,1.5,1.8,0.819,,,1.8,2.3,,,,2.5,5.2,-1.0,3.2
26,1960-1961,Bob Ferry,C,23,23-26,DET,79,,21.0,4.4,9.8,0.451,,,0.0,4.4,9.8,0.451,0.451,2.4,3.2,0.741,,,6.3,1.6,,,,2.6,11.3,-1.0,10.4
27,1960-1961,Larry Foust,C,32,31-34,STL,68,,17.8,2.9,7.2,0.397,,,0.0,2.9,7.2,0.397,0.397,2.4,3.1,0.788,,,5.7,1.1,,,,2.7,8.1,-1.0,7.2
28,1960-1961,Dave Gambee,SF,23,23-26,SYR,79,,26.5,5.0,12.0,0.419,,,0.0,5.0,12.0,0.419,0.419,3.7,4.5,0.827,,,7.4,1.3,,,,3.5,13.7,-1.0,11.1
29,1960-1961,Dick Garmaker,PG,28,27-30,NYK,71,,31.5,5.8,13.3,0.44,,,0.0,5.8,13.3,0.44,0.44,3.9,5.0,0.768,,,3.9,3.1,,,,3.4,15.6,-1.0,10.6
30,1960-1961,Jack George,PG,32,31-34,NYK,16,,16.8,1.9,5.8,0.333,,,0.0,1.9,5.8,0.333,0.333,1.3,1.9,0.667,,,2.0,2.4,,,,2.3,5.1,-1.0,2.7
31,1960-1961,Tom Gola,SG,28,27-30,PHW,74,,36.6,5.7,12.7,0.447,,,0.0,5.7,12.7,0.447,0.447,2.8,3.8,0.747,,,9.4,3.9,,,,4.3,14.2,-1.0,15.2
32,1960-1961,Joe Graboski,PF,31,31-34,PHW,68,,14.9,2.5,7.5,0.333,,,0.0,2.5,7.5,0.333,0.333,1.9,2.7,0.694,,,3.9,1.1,,,,2.2,6.8,-1.0,3.8
33,1960-1961,Johnny Green,PF,27,27-30,NYK,78,,22.9,4.2,9.7,0.43,,,0.0,4.2,9.7,0.43,0.43,1.9,3.6,0.522,,,10.7,1.2,,,,2.5,10.2,-1.0,12.4
34,1960-1961,Si Green,SG,27,27-30,STL,76,,25.9,3.5,9.4,0.366,,,0.0,3.5,9.4,0.366,0.366,2.3,3.3,0.704,,,5.0,3.4,,,,3.1,9.2,-1.0,7.6
35,1960-1961,Hal Greer,SG,24,23-26,SYR,79,,35.0,7.9,17.5,0.451,,,0.0,7.9,17.5,0.451,0.451,3.9,5.0,0.774,,,5.8,3.8,,,,3.1,19.6,-1.0,15.4
36,1960-1961,Gene Guarilia,SF,23,23-26,BOS,25,,8.4,1.5,3.8,0.404,,,0.0,1.5,3.8,0.404,0.404,0.1,0.4,0.3,,,2.8,0.2,,,,1.1,3.2,-1.0,2.5
37,1960-1961,Richie Guerin,SG,28,27-30,NYK,79,,38.3,7.7,19.6,0.396,,,0.0,7.7,19.6,0.396,0.396,6.3,7.9,0.792,,,7.9,6.4,,,,3.9,21.8,-1.0,18.7
38,1960-1961,Cliff Hagan,SF,29,27-30,STL,77,,35.1,8.6,19.4,0.444,,,0.0,8.6,19.4,0.444,0.444,5.0,6.1,0.82,,,9.3,4.9,,,,3.7,22.1,-1.0,20.7
39,1960-1961,Swede Halbrook,C,28,27-30,SYR,79,,14.3,2.0,5.9,0.335,,,0.0,2.0,5.9,0.335,0.335,1.0,1.8,0.543,,,7.0,0.4,,,,3.3,4.9,-1.0,4.3
40,1960-1961,Vern Hatton,SG,25,23-26,PHW,54,,11.3,1.8,5.6,0.319,,,0.0,1.8,5.6,0.319,0.319,0.9,1.0,0.821,,,1.7,1.1,,,,1.1,4.4,-1.0,2.2
41,1960-1961,Tom Hawkins,SF,24,23-26,LAL,78,,23.7,4.0,9.2,0.431,,,0.0,4.0,9.2,0.431,0.431,1.8,3.0,0.596,,,6.1,1.1,,,,2.7,9.7,-1.0,7.8
42,1960-1961,Tom Heinsohn,PF,26,23-26,BOS,74,,30.5,8.5,21.2,0.4,,,0.0,8.5,21.2,0.4,0.4,4.4,5.7,0.767,,,9.9,1.9,,,,3.5,21.3,-1.0,15.6
43,1960-1961,Bailey Howell,PF,24,23-26,DET,77,,38.3,7.9,16.8,0.469,,,0.0,7.9,16.8,0.469,0.469,7.8,10.4,0.753,,,14.4,2.5,,,,3.9,23.6,-1.0,25.1
44,1960-1961,Hot Rod Hundley,PG,26,23-26,LAL,79,,27.6,4.1,11.7,0.351,,,0.0,4.1,11.7,0.351,0.351,2.8,3.7,0.753,,,3.7,4.4,,,,1.8,11.0,-1.0,8.8
45,1960-1961,Darrall Imhoff,C,22,18-22,NYK,62,,16.0,2.0,5.0,0.394,,,0.0,2.0,5.0,0.394,0.394,0.8,1.5,0.51,,,4.8,0.8,,,,2.3,4.7,-1.0,4.3
46,1960-1961,Andy Johnson,PF,28,27-30,PHW,79,,25.3,3.8,10.6,0.359,,,0.0,3.8,10.6,0.359,0.359,2.0,3.5,0.571,,,4.4,2.6,,,,3.2,9.6,-1.0,5.1
47,1960-1961,Ron Johnson,F,22,18-22,TOT,14,,7.4,0.9,3.1,0.302,,,0.0,0.9,3.1,0.302,0.302,0.8,1.2,0.647,,,2.1,0.1,,,,0.7,2.6,-1.0,1.5
47,1960-1961,Ron Johnson,F,22,18-22,DET,6,,10.0,1.8,5.0,0.367,,,0.0,1.8,5.0,0.367,0.367,1.5,2.3,0.643,,,2.3,0.2,,,,1.0,5.2,-1.0,2.7
47,1960-1961,Ron Johnson,F,22,18-22,LAL,8,,5.4,0.3,1.6,0.154,,,0.0,0.3,1.6,0.154,0.154,0.3,0.4,0.667,,,1.9,0.1,,,,0.5,0.8,-1.0,0.9
48,1960-1961,Howie Jolliff,PF,22,18-22,LAL,46,,7.7,1.0,3.1,0.326,,,0.0,1.0,3.1,0.326,0.326,0.2,0.5,0.478,,,3.1,0.3,,,,1.2,2.2,-1.0,2.0
49,1960-1961,K.C. Jones,PG,28,27-30,BOS,78,,20.6,2.6,7.7,0.338,,,0.0,2.6,7.7,0.338,0.338,2.4,3.6,0.664,,,3.6,3.2,,,,2.4,7.6,-1.0,5.7
50,1960-1961,Sam Jones,SG,27,27-30,BOS,78,,26.0,6.2,13.7,0.449,,,0.0,6.2,13.7,0.449,0.449,2.7,3.4,0.787,,,5.4,2.8,,,,1.9,15.0,-1.0,13.1
51,1960-1961,Willie Jones,PG,24,23-26,DET,35,,12.9,2.2,6.2,0.361,,,0.0,2.2,6.2,0.361,0.361,1.1,1.8,0.635,,,2.7,1.8,,,,2.6,5.6,-1.0,2.8
52,1960-1961,Phil Jordon,C,27,27-30,TOT,79,,26.1,4.6,11.8,0.386,,,0.0,4.6,11.8,0.386,0.386,2.6,3.6,0.718,,,8.5,2.3,,,,3.5,11.7,-1.0,10.8
52,1960-1961,Phil Jordon,C,27,27-30,CIN,48,,23.8,4.2,10.6,0.395,,,0.0,4.2,10.6,0.395,0.395,2.4,3.3,0.731,,,8.8,2.2,,,,3.1,10.9,-1.0,11.5
52,1960-1961,Phil Jordon,C,27,27-30,NYK,31,,29.8,5.1,13.6,0.374,,,0.0,5.1,13.6,0.374,0.374,2.9,4.1,0.701,,,8.1,2.4,,,,4.0,13.1,-1.0,9.9
53,1960-1961,Pickles Kennedy,G,22,18-22,PHW,7,,7.4,0.6,3.0,0.19,,,0.0,0.6,3.0,0.19,0.19,0.6,0.9,0.667,,,1.1,1.3,,,,0.9,1.7,-1.0,0.5
54,1960-1961,Red Kerr,C,28,27-30,SYR,79,,33.9,5.3,13.4,0.397,,,0.0,5.3,13.4,0.397,0.397,2.8,3.8,0.729,,,12.0,2.5,,,,2.9,13.4,-1.0,15.9
55,1960-1961,Jim Krebs,C,25,23-26,LAL,75,,22.1,3.6,9.2,0.392,,,0.0,3.6,9.2,0.392,0.392,1.0,1.2,0.806,,,6.1,0.9,,,,3.0,8.2,-1.0,6.4
56,1960-1961,Fred LaCour,SF,22,18-22,STL,55,,13.1,2.2,5.4,0.417,,,0.0,2.2,5.4,0.417,0.417,1.1,1.5,0.75,,,3.2,1.5,,,,1.3,5.6,-1.0,5.4
57,1960-1961,Rudy LaRusso,PF,23,23-26,LAL,79,,32.8,5.3,12.6,0.419,,,0.0,5.3,12.6,0.419,0.419,4.1,5.2,0.79,,,9.9,1.7,,,,3.5,14.6,-1.0,14.3
58,1960-1961,George Lee,SF,24,23-26,DET,74,,23.4,4.2,10.5,0.399,,,0.0,4.2,10.5,0.399,0.399,3.7,5.3,0.701,,,6.6,1.2,,,,2.1,12.1,-1.0,9.9
59,1960-1961,Slick Leonard,PG,28,27-30,LAL,55,,10.9,1.1,3.8,0.295,,,0.0,1.1,3.8,0.295,0.295,1.3,1.8,0.71,,,1.3,1.5,,,,1.3,3.5,-1.0,1.8
60,1960-1961,Jim Loscutoff,SF,30,27-30,BOS,76,,15.2,1.9,6.3,0.301,,,0.0,1.9,6.3,0.301,0.301,0.6,1.0,0.645,,,3.8,0.3,,,,3.1,4.4,-1.0,0.6
61,1960-1961,Clyde Lovellette,C,31,31-34,STL,67,,31.5,8.9,19.7,0.453,,,0.0,8.9,19.7,0.453,0.453,4.1,4.9,0.83,,,10.1,2.6,,,,3.7,22.0,-1.0,19.4
62,1960-1961,Johnny McCarthy,PG,26,23-26,STL,79,,31.9,3.4,9.4,0.357,,,0.0,3.4,9.4,0.357,0.357,1.5,2.9,0.54,,,4.1,5.4,,,,3.4,8.3,-1.0,7.0
63,1960-1961,Shellie McMillon,SF,24,23-26,DET,78,,21.0,4.1,9.6,0.428,,,0.0,4.1,9.6,0.428,0.428,1.8,2.6,0.697,,,6.2,1.3,,,,3.1,10.1,-1.0,8.2
64,1960-1961,Bob McNeill,PG,22,18-22,NYK,75,,18.5,2.2,5.7,0.389,,,0.0,2.2,5.7,0.389,0.389,1.4,1.7,0.833,,,1.6,3.2,,,,2.0,5.8,-1.0,4.8
65,1960-1961,Jackie Moreland,PF,22,18-22,DET,64,,15.7,3.0,7.5,0.4,,,0.0,3.0,7.5,0.4,0.4,1.3,2.1,0.652,,,4.9,0.8,,,,2.7,7.3,-1.0,5.0
66,1960-1961,Willie Naulls,SF,26,23-26,NYK,79,,37.7,9.3,21.8,0.428,,,0.0,9.3,21.8,0.428,0.428,4.7,5.8,0.816,,,13.4,2.4,,,,3.4,23.4,-1.0,22.2
67,1960-1961,Chuck Noble,SG,29,27-30,DET,75,,22.1,2.6,7.5,0.346,,,0.0,2.6,7.5,0.346,0.346,1.1,1.5,0.713,,,2.4,3.8,,,,2.6,6.3,-1.0,4.6
68,1960-1961,Don Ohl,SG,24,23-26,DET,79,,27.5,5.4,13.7,0.394,,,0.0,5.4,13.7,0.394,0.394,2.5,3.5,0.719,,,3.2,3.4,,,,2.8,13.3,-1.0,7.8
69,1960-1961,Jim Palmer,C,27,27-30,NYK,55,,12.5,2.3,5.6,0.403,,,0.0,2.3,5.6,0.403,0.403,0.8,1.2,0.677,,,3.3,0.5,,,,2.3,5.3,-1.0,3.1
70,1960-1961,Bob Pettit,PF,28,27-30,STL,76,,39.8,10.1,22.6,0.447,,,0.0,10.1,22.6,0.447,0.447,7.7,10.6,0.724,,,20.3,3.4,,,,2.9,27.9,-1.0,33.3
71,1960-1961,Dave Piontek,SF,26,23-26,STL,29,,8.8,1.6,3.3,0.49,,,0.0,1.6,3.3,0.49,0.49,0.6,1.1,0.516,,,2.3,0.7,,,,1.1,3.8,-1.0,3.5
72,1960-1961,Cal Ramsey,SF,23,23-26,SYR,2,,13.5,1.0,5.5,0.182,,,0.0,1.0,5.5,0.182,0.182,1.0,2.0,0.5,,,3.5,1.5,,,,3.5,3.0,-1.0,-1.0
73,1960-1961,Frank Ramsey,SG,29,27-30,BOS,79,,25.6,5.7,13.9,0.407,,,0.0,5.7,13.9,0.407,0.407,3.7,4.5,0.833,,,5.5,1.8,,,,3.6,15.1,-1.0,9.8
74,1960-1961,Hub Reed,C,24,23-26,CIN,75,,16.2,2.1,4.9,0.429,,,0.0,2.1,4.9,0.429,0.429,1.1,1.6,0.697,,,4.9,0.9,,,,2.7,5.3,-1.0,5.1
75,1960-1961,Joe Roberts,SF,24,23-26,SYR,68,,11.8,1.9,5.2,0.37,,,0.0,1.9,5.2,0.37,0.37,0.9,1.5,0.596,,,3.6,0.6,,,,1.8,4.7,-1.0,3.2
76,1960-1961,Oscar Robertson,PG,22,18-22,CIN,71,,42.7,10.6,22.5,0.473,,,0.0,10.6,22.5,0.473,0.473,9.2,11.2,0.822,,,10.1,9.7,,,,3.1,30.5,-1.0,33.3
77,1960-1961,Guy Rodgers,PG,25,23-26,PHW,78,,37.2,5.1,13.2,0.386,,,0.0,5.1,13.2,0.386,0.386,2.6,3.8,0.687,,,6.5,8.7,,,,3.4,12.8,-1.0,15.3
78,1960-1961,Phil Rollins,SG,27,27-30,TOT,61,,13.4,1.8,4.8,0.372,,,0.0,1.8,4.8,0.372,0.372,1.0,1.4,0.659,,,1.6,2.0,,,,2.0,4.5,-1.0,2.7
78,1960-1961,Phil Rollins,G,27,27-30,STL,7,,10.1,1.3,2.9,0.45,,,0.0,1.3,2.9,0.45,0.45,0.0,0.6,0.0,,,0.4,1.6,,,,2.0,2.6,-1.0,0.4
78,1960-1961,Phil Rollins,SG,27,27-30,CIN,14,,6.1,0.7,2.3,0.313,,,0.0,0.7,2.3,0.313,0.313,0.4,0.5,0.714,,,0.6,0.8,,,,0.9,1.8,-1.0,0.6
78,1960-1961,Phil Rollins,SG,27,27-30,NYK,40,,16.5,2.3,6.0,0.373,,,0.0,2.3,6.0,0.373,0.373,1.3,1.9,0.688,,,2.1,2.5,,,,2.4,5.8,-1.0,3.7
79,1960-1961,Joe Ruklick,PF,22,18-22,PHW,29,,7.7,1.5,4.1,0.358,,,0.0,1.5,4.1,0.358,0.358,0.3,0.4,0.615,,,2.1,0.3,,,,1.3,3.2,-1.0,1.6
80,1960-1961,Bill Russell,C,26,23-26,BOS,78,,44.3,6.8,16.0,0.426,,,0.0,6.8,16.0,0.426,0.426,3.3,6.0,0.55,,,23.9,3.4,,,,2.0,16.9,-1.0,30.3
81,1960-1961,Tom Sanders,SF,22,18-22,BOS,68,,15.9,2.2,5.2,0.42,,,0.0,2.2,5.2,0.42,0.42,1.0,1.5,0.67,,,5.7,0.6,,,,1.9,5.3,-1.0,6.2
82,1960-1961,Woody Sauldsberry,PF,26,23-26,STL,69,,21.6,3.3,11.1,0.299,,,0.0,3.3,11.1,0.299,0.299,0.8,1.4,0.56,,,7.1,1.1,,,,2.9,7.5,-1.0,4.4
83,1960-1961,Dolph Schayes,PF,32,31-34,SYR,79,,38.1,7.5,20.2,0.372,,,0.0,7.5,20.2,0.372,0.372,8.6,9.9,0.868,,,12.2,3.7,,,,3.7,23.6,-1.0,21.8
84,1960-1961,Kenny Sears,SF,27,27-30,NYK,52,,26.8,4.6,10.9,0.424,,,0.0,4.6,10.9,0.424,0.424,5.2,6.3,0.825,,,5.6,2.0,,,,3.2,14.4,-1.0,11.4
85,1960-1961,Frank Selvy,SG,28,27-30,LAL,77,,28.0,4.0,10.0,0.405,,,0.0,4.0,10.0,0.405,0.405,2.7,3.6,0.753,,,3.9,3.2,,,,2.8,10.8,-1.0,8.2
86,1960-1961,Bill Sharman,SG,34,31-34,BOS,61,,25.2,6.3,14.9,0.422,,,0.0,6.3,14.9,0.422,0.422,3.4,3.7,0.921,,,3.7,2.4,,,,2.1,16.0,-1.0,11.1
87,1960-1961,Gene Shue,PG,29,27-30,DET,78,,43.1,8.3,19.8,0.421,,,0.0,8.3,19.8,0.421,0.421,6.0,7.0,0.856,,,4.3,6.8,,,,2.7,22.6,-1.0,18.5
88,1960-1961,Larry Staverman,PF,24,23-26,CIN,66,,14.3,1.7,3.8,0.446,,,0.0,1.7,3.8,0.446,0.446,1.2,1.4,0.849,,,4.3,1.3,,,,2.5,4.6,-1.0,5.4
89,1960-1961,Jack Twyman,SF,26,23-26,CIN,79,,37.0,10.1,20.7,0.488,,,0.0,10.1,20.7,0.488,0.488,5.1,7.0,0.731,,,8.5,2.8,,,,3.5,25.3,-1.0,20.6
90,1960-1961,Charlie Tyra,PF,25,23-26,NYK,59,,23.8,3.4,9.3,0.362,,,0.0,3.4,9.3,0.362,0.362,2.0,2.9,0.694,,,6.7,1.4,,,,2.8,8.8,-1.0,7.3
91,1960-1961,Jerry West,SG,22,18-22,LAL,79,,35.4,6.7,16.0,0.419,,,0.0,6.7,16.0,0.419,0.419,4.2,6.3,0.666,,,7.7,4.2,,,,2.7,17.6,-1.0,15.4
92,1960-1961,Win Wilfong,PG,27,27-30,CIN,62,,11.6,1.7,4.9,0.348,,,0.0,1.7,4.9,0.348,0.348,1.2,1.4,0.809,,,2.4,1.4,,,,1.9,4.6,-1.0,3.1
93,1960-1961,Lenny Wilkens,PG,23,23-26,STL,75,,25.3,4.4,10.4,0.425,,,0.0,4.4,10.4,0.425,0.425,2.9,4.0,0.713,,,4.5,2.8,,,,2.9,11.7,-1.0,9.0
