ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
30,1977-1978,Alonzo Bradley,SF,24,23-26,HOU,43,,18.6,3.0,7.1,0.428,,,0.0,3.0,7.1,0.428,0.428,1.0,1.4,0.729,0.6,1.7,2.3,1.3,0.4,0.1,1.3,1.9,7.0,1.0,3.4
31,1977-1978,Mike Bratz,PG,22,18-22,PHO,80,,11.7,2.0,4.9,0.403,,,0.0,2.0,4.9,0.403,0.403,0.7,0.9,0.824,0.5,0.9,1.4,1.5,0.5,0.1,1.1,1.3,4.7,1.36,2.7
32,1977-1978,Jim Brewer,PF,26,23-26,CLE,80,,22.5,2.2,4.9,0.449,,,0.0,2.2,4.9,0.449,0.449,0.6,1.3,0.46,2.3,3.9,6.2,1.2,0.8,0.6,1.3,2.2,5.0,0.92,6.9
33,1977-1978,Junior Bridgeman,SF,24,23-26,MIL,82,,22.9,5.8,11.5,0.503,,,0.0,5.8,11.5,0.503,0.503,2.0,2.5,0.81,1.4,2.1,3.5,2.1,0.9,0.4,2.1,2.5,13.6,1.0,9.7
34,1977-1978,Allan Bristow,SF,26,23-26,SAS,82,,18.1,3.1,6.6,0.478,,,0.0,3.1,6.6,0.478,0.478,1.9,2.5,0.731,1.2,1.9,3.1,2.4,0.8,0.0,1.8,1.8,8.1,1.33,6.7
35,1977-1978,Wayman Britt,SG,25,23-26,DET,7,,2.3,0.4,1.4,0.3,,,0.0,0.4,1.4,0.3,0.3,0.4,0.6,0.75,0.1,0.4,0.6,0.3,0.1,0.0,0.1,0.4,1.3,3.0,0.6
36,1977-1978,Gary Brokaw,SG,24,23-26,BUF,13,,10.0,1.4,3.3,0.419,,,0.0,1.4,3.3,0.419,0.419,1.4,1.8,0.75,0.2,0.7,0.9,1.5,0.2,0.4,0.9,0.8,4.2,1.67,3.2
37,1977-1978,Fred Brown,SG,29,27-30,SEA,72,,27.3,7.1,14.5,0.488,,,0.0,7.1,14.5,0.488,0.488,2.4,2.7,0.898,0.8,1.8,2.6,3.3,1.5,0.3,2.3,2.0,16.6,1.43,12.3
38,1977-1978,John Brown,SF,26,23-26,ATL,75,,21.3,2.6,5.4,0.474,,,0.0,2.6,5.4,0.474,0.474,2.2,2.7,0.825,1.8,2.2,4.0,1.4,0.7,0.1,1.5,3.7,7.3,0.93,5.0
39,1977-1978,Joe Bryant,PF,23,23-26,PHI,81,0.0,15.3,2.3,5.4,0.436,,,0.0,2.3,5.4,0.436,0.436,1.4,1.8,0.771,1.3,2.2,3.5,1.6,0.7,0.3,1.4,2.3,6.1,1.14,5.0
40,1977-1978,Quinn Buckner,PG,23,23-26,MIL,82,82.0,25.3,3.8,8.2,0.468,,,0.0,3.8,8.2,0.468,0.468,1.6,2.5,0.645,1.0,2.1,3.0,5.6,2.3,0.2,2.8,3.5,9.3,2.0,8.8
41,1977-1978,Ticky Burden,SG,24,23-26,NYK,2,0.0,7.5,0.5,1.0,0.5,,,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,1.0
42,1977-1978,Tom Burleson,C,25,23-26,KCK,76,,20.1,3.0,6.9,0.434,,,0.0,3.0,6.9,0.434,0.434,2.6,3.3,0.794,2.2,4.1,6.3,1.7,0.8,1.1,1.6,3.4,8.6,1.06,8.9
43,1977-1978,Don Buse,PG,27,27-30,PHO,82,82.0,31.1,3.5,7.6,0.458,,,0.0,3.5,7.6,0.458,0.458,1.4,1.7,0.824,0.7,2.3,3.0,4.8,2.3,0.2,1.5,1.8,8.4,3.2,11.0
44,1977-1978,Corky Calhoun,SF,27,27-30,POR,79,,17.3,2.2,4.6,0.479,,,0.0,2.2,4.6,0.479,0.479,0.8,1.0,0.868,0.9,1.8,2.7,1.1,0.5,0.2,0.8,1.8,5.3,1.38,4.6
45,1977-1978,Mack Calvin,PG,30,27-30,DEN,77,,12.8,1.9,4.3,0.441,,,0.0,1.9,4.3,0.441,0.441,2.2,2.7,0.84,0.1,0.9,1.1,1.9,0.6,0.1,1.4,1.1,6.1,1.36,4.4
46,1977-1978,Austin Carr,SG,29,27-30,CLE,82,,26.7,5.0,11.5,0.438,,,0.0,5.0,11.5,0.438,0.438,2.2,2.7,0.813,0.9,1.4,2.3,2.7,0.8,0.2,1.8,2.0,12.3,1.5,7.5
47,1977-1978,Kenny Carr,PF,22,18-22,LAL,52,,14.1,2.6,5.8,0.444,,,0.0,2.6,5.8,0.444,0.444,1.1,1.6,0.647,1.0,3.0,4.0,0.5,0.3,0.3,1.7,2.4,6.2,0.29,3.5
48,1977-1978,M.L. Carr,SF,27,27-30,DET,79,,32.4,4.9,10.8,0.455,,,0.0,4.9,10.8,0.455,0.455,2.5,3.4,0.738,2.6,4.5,7.1,2.3,1.9,0.3,2.7,3.1,12.4,0.85,11.4
49,1977-1978,Bob Carrington,SG,24,23-26,TOT,72,,23.0,3.5,8.2,0.43,,,0.0,3.5,8.2,0.43,0.43,1.8,2.4,0.76,1.0,1.4,2.4,1.6,0.9,0.3,1.6,2.8,8.8,1.0,4.3
49,1977-1978,Bob Carrington,SG,24,23-26,NJN,37,,27.9,4.2,10.6,0.401,,,0.0,4.2,10.6,0.401,0.401,1.9,2.6,0.742,1.1,1.9,3.0,1.5,1.2,0.3,1.8,3.6,10.4,0.83,3.9
49,1977-1978,Bob Carrington,SG,24,23-26,IND,35,,17.7,2.7,5.6,0.487,,,0.0,2.7,5.6,0.487,0.487,1.7,2.1,0.784,0.8,1.0,1.8,1.8,0.6,0.3,1.5,2.1,7.1,1.2,4.7
50,1977-1978,Harvey Catchings,C,26,23-26,PHI,61,2.0,12.3,1.1,2.9,0.393,,,0.0,1.1,2.9,0.393,0.393,0.6,0.9,0.618,1.7,2.4,4.1,0.6,0.3,1.1,0.7,2.0,2.9,0.86,4.2
51,1977-1978,Don Chaney,SG,31,31-34,TOT,51,,16.4,2.0,5.3,0.387,,,0.0,2.0,5.3,0.387,0.387,0.7,0.9,0.844,0.8,1.5,2.3,1.3,0.9,0.3,1.2,2.1,4.8,1.08,2.8
51,1977-1978,Don Chaney,SG,31,31-34,LAL,9,,14.8,1.4,4.0,0.361,,,0.0,1.4,4.0,0.361,0.361,0.6,0.7,0.833,0.4,0.8,1.2,1.9,0.9,0.3,1.2,1.6,3.4,1.58,2.2
51,1977-1978,Don Chaney,SG,31,31-34,BOS,42,,16.7,2.2,5.5,0.391,,,0.0,2.2,5.5,0.391,0.391,0.8,0.9,0.846,0.9,1.6,2.5,1.2,0.9,0.2,1.2,2.2,5.1,1.0,3.1
52,1977-1978,Ken Charles,SG,26,23-26,ATL,21,,24.8,3.5,8.8,0.397,,,0.0,3.5,8.8,0.397,0.397,2.0,2.4,0.84,0.3,0.9,1.1,3.9,1.2,0.2,1.8,2.5,9.0,2.17,5.4
53,1977-1978,Phil Chenier,SG,27,27-30,WSB,36,,26.0,5.6,12.5,0.443,,,0.0,5.6,12.5,0.443,0.443,3.0,3.8,0.79,0.4,2.4,2.8,2.0,1.0,0.3,1.9,1.5,14.1,1.05,9.1
54,1977-1978,Jim Chones,C,28,27-30,CLE,82,82.0,35.4,6.4,13.6,0.472,,,0.0,6.4,13.6,0.472,0.472,2.2,3.0,0.72,2.7,7.6,10.3,1.6,0.6,0.7,2.2,2.9,15.0,0.73,15.1
55,1977-1978,Jim Cleamons,PG,28,27-30,NYK,79,44.0,25.4,2.7,5.7,0.48,,,0.0,2.7,5.7,0.48,0.48,1.0,1.3,0.786,0.9,1.8,2.7,3.6,0.9,0.2,1.4,1.8,6.5,2.57,7.4
56,1977-1978,E.C. Coleman,PF,27,27-30,GSW,72,,25.0,2.9,6.2,0.475,,,0.0,2.9,6.2,0.475,0.475,0.6,0.8,0.727,1.6,3.6,5.2,1.4,0.9,0.3,1.3,3.5,6.4,1.08,5.9
57,1977-1978,Doug Collins,SG,26,23-26,PHI,79,77.0,35.1,8.1,15.5,0.526,,,0.0,8.1,15.5,0.526,0.526,3.4,4.2,0.812,1.1,1.8,2.9,4.1,1.6,0.3,3.2,2.9,19.7,1.28,14.3
58,1977-1978,Norm Cook,SF,22,18-22,DEN,2,,5.0,0.5,1.5,0.333,,,0.0,0.5,1.5,0.333,0.333,0.0,0.0,0.0,0.5,1.0,1.5,0.5,0.0,0.0,0.0,2.0,1.0,0.0,0.0
59,1977-1978,Dave Cowens,C,29,27-30,BOS,77,,41.8,7.8,15.8,0.49,,,0.0,7.8,15.8,0.49,0.49,3.1,3.7,0.842,3.2,10.8,14.0,4.6,1.3,0.9,2.8,3.9,18.6,1.64,24.1
60,1977-1978,Wesley Cox,SF,23,23-26,GSW,43,,10.5,1.6,4.0,0.399,,,0.0,1.6,4.0,0.399,0.399,1.3,2.3,0.58,1.0,2.3,3.3,0.3,0.5,0.2,0.8,1.9,4.6,0.37,2.8
61,1977-1978,Charlie Criss,PG,29,27-30,ATL,77,,25.1,4.1,9.8,0.425,,,0.0,4.1,9.8,0.425,0.425,3.1,3.8,0.797,0.3,1.3,1.6,3.8,1.4,0.1,1.9,1.9,11.4,2.0,8.1
62,1977-1978,Mark Crow,SF,23,23-26,NJN,15,,10.3,2.3,5.3,0.438,,,0.0,2.3,5.3,0.438,0.438,0.9,1.3,0.7,0.9,0.9,1.8,0.5,0.3,0.1,0.8,1.6,5.6,0.62,2.5
63,1977-1978,Louie Dampier,PG,33,31-34,SAS,82,,24.8,4.1,8.0,0.509,,,0.0,4.1,8.0,0.509,0.509,0.9,1.2,0.752,0.3,1.2,1.5,3.5,1.1,0.2,1.2,1.0,9.1,2.92,9.0
64,1977-1978,Bob Dandridge,SF,30,27-30,WSB,75,,37.0,7.5,15.9,0.471,,,0.0,7.5,15.9,0.471,0.471,4.4,5.6,0.788,1.8,4.1,5.9,3.8,1.3,0.6,3.2,3.5,19.3,1.19,14.6
65,1977-1978,Adrian Dantley,SF,22,18-22,TOT,79,,37.1,7.3,14.3,0.512,,,0.0,7.3,14.3,0.512,0.512,6.8,8.6,0.796,3.4,4.5,7.8,3.2,1.5,0.3,2.9,2.9,21.5,1.1,19.7
65,1977-1978,Adrian Dantley,SF,22,18-22,IND,23,,41.2,8.7,17.5,0.499,,,0.0,8.7,17.5,0.499,0.499,9.0,11.4,0.787,4.1,5.3,9.4,2.8,2.1,0.7,2.9,3.3,26.5,0.97,24.1
65,1977-1978,Adrian Dantley,SF,22,18-22,LAL,56,,35.4,6.7,12.9,0.52,,,0.0,6.7,12.9,0.52,0.52,6.0,7.4,0.801,3.1,4.2,7.2,3.4,1.3,0.1,2.9,2.8,19.4,1.17,18.1
66,1977-1978,Brad Davis,PG,22,18-22,LAL,33,,10.1,0.9,2.2,0.417,,,0.0,0.9,2.2,0.417,0.417,0.7,0.9,0.759,0.1,0.9,1.1,2.5,0.5,0.1,1.1,1.2,2.5,2.27,2.9
67,1977-1978,Johnny Davis,SG,22,18-22,POR,82,,26.7,4.2,9.2,0.454,,,0.0,4.2,9.2,0.454,0.454,2.3,2.8,0.828,0.8,1.3,2.1,2.6,1.0,0.2,1.8,2.1,10.7,1.44,7.2
68,1977-1978,Walter Davis,SF,23,23-26,PHO,81,,32.0,9.7,18.4,0.526,,,0.0,9.7,18.4,0.526,0.526,4.8,5.8,0.83,2.0,4.0,6.0,3.4,1.4,0.2,3.5,3.0,24.2,0.97,19.0
69,1977-1978,Darryl Dawkins,C,21,18-22,PHI,70,11.0,24.6,4.7,8.2,0.575,,,0.0,4.7,8.2,0.575,0.575,2.2,3.1,0.709,1.7,6.3,7.9,1.2,0.5,1.8,1.8,3.8,11.7,0.67,13.1
70,1977-1978,Derrek Dickey,PF,26,23-26,TOT,47,,10.5,1.9,4.2,0.439,,,0.0,1.9,4.2,0.439,0.439,0.6,0.8,0.833,0.8,1.3,2.1,0.4,0.3,0.1,0.9,1.2,4.3,0.44,2.6
70,1977-1978,Derrek Dickey,PF,26,23-26,GSW,22,,12.4,2.7,5.9,0.462,,,0.0,2.7,5.9,0.462,0.462,0.7,0.8,0.941,1.0,1.3,2.2,0.5,0.5,0.1,0.8,1.3,6.2,0.62,4.1
70,1977-1978,Derrek Dickey,PF,26,23-26,CHI,25,1.0,8.8,1.1,2.7,0.397,,,0.0,1.1,2.7,0.397,0.397,0.6,0.8,0.737,0.6,1.3,1.9,0.4,0.2,0.1,0.9,1.1,2.7,0.44,1.5
71,1977-1978,Coby Dietrick,PF,29,27-30,SAS,79,,23.7,3.2,6.9,0.46,,,0.0,3.2,6.9,0.46,0.46,1.1,1.4,0.781,0.9,3.6,4.5,2.7,1.0,0.7,1.8,2.9,7.5,1.5,7.7
72,1977-1978,Ernie DiGregorio,PG,27,27-30,TOT,52,,11.7,1.7,4.0,0.421,,,0.0,1.7,4.0,0.421,0.421,0.5,0.6,0.848,0.1,0.8,1.0,2.6,0.3,0.0,1.8,0.8,3.9,1.44,2.8
72,1977-1978,Ernie DiGregorio,PG,27,27-30,LAL,25,,13.3,1.6,4.0,0.41,,,0.0,1.6,4.0,0.41,0.41,0.6,0.8,0.8,0.2,0.7,0.9,2.8,0.2,0.0,1.8,0.9,3.9,1.56,2.5
72,1977-1978,Ernie DiGregorio,PG,27,27-30,BOS,27,,10.1,1.7,4.0,0.431,,,0.0,1.7,4.0,0.431,0.431,0.4,0.5,0.923,0.1,0.9,1.0,2.4,0.4,0.0,1.7,0.8,3.9,1.41,2.8
73,1977-1978,Jacky Dorsey,SF,23,23-26,TOT,11,,8.0,1.1,2.8,0.387,,,0.0,1.1,2.8,0.387,0.387,0.9,1.5,0.625,1.0,1.7,2.7,0.5,0.2,0.3,0.5,1.5,3.1,1.0,2.5
73,1977-1978,Jacky Dorsey,SF,23,23-26,DEN,7,,5.3,0.4,1.7,0.25,,,0.0,0.4,1.7,0.25,0.25,0.4,0.7,0.6,0.7,2.1,2.9,0.3,0.3,0.3,0.4,1.3,1.3,0.75,1.8
73,1977-1978,Jacky Dorsey,SF,23,23-26,POR,4,,12.8,2.3,4.8,0.474,,,0.0,2.3,4.8,0.474,0.474,1.8,2.8,0.636,1.5,1.0,2.5,0.8,0.0,0.3,0.8,2.0,6.3,1.0,3.6
74,1977-1978,Leon Douglas,C,23,23-26,DET,79,,25.2,4.1,8.4,0.481,,,0.0,4.1,8.4,0.481,0.481,2.8,4.4,0.641,2.3,5.1,7.4,1.4,0.7,0.6,2.5,3.7,10.9,0.56,8.9
75,1977-1978,John Drew,SF,23,23-26,ATL,70,,31.5,8.5,17.7,0.48,,,0.0,8.5,17.7,0.48,0.48,6.2,8.2,0.76,3.0,4.3,7.3,2.0,1.7,0.4,3.0,3.5,23.2,0.67,16.9
76,1977-1978,Charles Dudley,PG,27,27-30,GSW,78,,21.3,1.6,3.2,0.51,,,0.0,1.6,3.2,0.51,0.51,1.8,2.5,0.708,1.1,2.6,3.7,5.2,0.9,0.0,2.1,2.3,5.0,2.48,8.1
77,1977-1978,Mike Dunleavy,PG,23,23-26,TOT,15,,7.9,1.3,3.3,0.4,,,0.0,1.3,3.3,0.4,0.4,0.9,1.2,0.722,0.1,0.6,0.7,1.9,0.6,0.1,0.8,0.8,3.5,2.37,2.9
77,1977-1978,Mike Dunleavy,PG,23,23-26,PHI,4,0.0,4.3,0.8,1.8,0.429,,,0.0,0.8,1.8,0.429,0.429,0.5,0.5,1.0,0.0,0.3,0.3,1.5,0.3,0.0,0.8,0.0,2.0,1.88,2.3
77,1977-1978,Mike Dunleavy,PG,23,23-26,HOU,11,,9.3,1.5,3.9,0.395,,,0.0,1.5,3.9,0.395,0.395,1.0,1.5,0.688,0.1,0.7,0.8,2.0,0.7,0.1,0.8,1.1,4.1,2.5,2.9
78,1977-1978,T.R. Dunn,SG,22,18-22,POR,63,,12.2,1.6,3.8,0.417,,,0.0,1.6,3.8,0.417,0.417,0.6,0.9,0.661,1.0,1.3,2.3,0.7,0.7,0.1,0.6,1.2,3.8,1.17,3.3
79,1977-1978,Jim Eakins,C,31,31-34,TOT,33,,12.3,1.3,2.6,0.512,,,0.0,1.3,2.6,0.512,0.512,1.5,1.8,0.833,0.9,1.4,2.3,0.9,0.2,0.5,1.0,2.2,4.2,0.9,3.3
79,1977-1978,Jim Eakins,C,31,31-34,SAS,16,,15.7,1.9,3.3,0.577,,,0.0,1.9,3.3,0.577,0.577,1.8,2.1,0.853,1.1,1.8,2.9,1.1,0.2,0.6,1.5,2.9,5.6,0.73,4.3
