ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
12,1966-1967,Dave Bing,PG,23,23-26,DET,80,,34.5,8.3,19.0,0.436,,,0.0,8.3,19.0,0.436,0.436,3.4,4.6,0.738,,,4.5,4.1,,,,2.7,20.0,-1.0,14.0
13,1966-1967,John Block,PF,22,18-22,LAL,22,,5.4,0.9,2.4,0.385,,,0.0,0.9,2.4,0.385,0.385,1.1,1.5,0.706,,,2.0,0.2,,,,0.9,2.9,-1.0,2.3
14,1966-1967,Bob Boozer,PF,29,27-30,CHI,80,,30.6,6.7,13.8,0.487,,,0.0,6.7,13.8,0.487,0.487,4.5,5.8,0.781,,,8.5,1.1,,,,2.7,18.0,-1.0,16.5
15,1966-1967,Nate Bowman,C,23,23-26,CHI,9,,7.2,0.9,2.3,0.381,,,0.0,0.9,2.3,0.381,0.381,0.7,0.9,0.75,,,3.1,0.2,,,,2.0,2.4,-1.0,2.1
16,1966-1967,Bill Bridges,PF,27,27-30,STL,79,,39.6,6.4,14.0,0.455,,,0.0,6.4,14.0,0.455,0.455,4.6,6.6,0.702,,,15.1,2.8,,,,4.1,17.4,-1.0,21.6
17,1966-1967,Em Bryant,PG,28,27-30,NYK,63,30.0,25.3,3.7,9.2,0.409,,,0.0,3.7,9.2,0.409,0.409,1.2,1.8,0.649,,,4.3,3.5,,,,3.7,8.7,-1.0,6.7
18,1966-1967,Joe Caldwell,SF,25,23-26,STL,81,,27.9,5.7,13.3,0.426,,,0.0,5.7,13.3,0.426,0.426,2.5,3.8,0.649,,,5.5,2.0,,,,2.8,13.8,-1.0,9.6
19,1966-1967,Wilt Chamberlain,C,30,27-30,PHI,81,,45.5,9.7,14.2,0.683,,,0.0,9.7,14.2,0.683,0.683,4.8,10.8,0.441,,,24.2,7.8,,,,1.8,24.1,-1.0,43.8
20,1966-1967,Jerry Chambers,SF,23,23-26,LAL,69,,14.7,3.2,7.2,0.452,,,0.0,3.2,7.2,0.452,0.452,1.0,1.3,0.731,,,3.0,0.6,,,,2.1,7.5,-1.0,4.7
21,1966-1967,Len Chappell,C-PF,26,23-26,TOT,73,,9.7,1.8,4.3,0.422,,,0.0,1.8,4.3,0.422,0.422,0.7,1.1,0.654,,,2.6,0.5,,,,1.4,4.3,-1.0,3.1
21,1966-1967,Len Chappell,PF,26,23-26,CHI,19,,9.4,2.1,4.7,0.449,,,0.0,2.1,4.7,0.449,0.449,0.7,1.1,0.667,,,2.0,0.6,,,,1.6,4.9,-1.0,2.9
21,1966-1967,Len Chappell,C,26,23-26,CIN,54,,9.8,1.7,4.1,0.411,,,0.0,1.7,4.1,0.411,0.411,0.7,1.1,0.65,,,2.8,0.4,,,,1.4,4.1,-1.0,3.1
22,1966-1967,Archie Clark,SG,25,23-26,LAL,76,,23.2,4.4,9.6,0.452,,,0.0,4.4,9.6,0.452,0.452,1.8,2.5,0.708,,,2.9,2.7,,,,2.5,10.5,-1.0,7.7
23,1966-1967,Barry Clemens,SF,23,23-26,CHI,60,,16.4,3.1,7.4,0.419,,,0.0,3.1,7.4,0.419,0.419,1.1,1.5,0.756,,,3.4,0.7,,,,2.4,7.3,-1.0,4.3
24,1966-1967,Larry Costello,PG,35,35-38,PHI,49,,19.9,2.7,6.0,0.444,,,0.0,2.7,6.0,0.444,0.444,2.4,2.7,0.902,,,2.1,2.9,,,,2.9,7.8,-1.0,6.3
25,1966-1967,Mel Counts,C,25,23-26,TOT,56,,15.4,3.2,7.5,0.422,,,0.0,3.2,7.5,0.422,0.422,1.2,1.7,0.734,,,6.1,0.9,,,,3.3,7.6,-1.0,6.5
25,1966-1967,Mel Counts,C,25,23-26,BAL,25,,13.7,2.6,6.7,0.389,,,0.0,2.6,6.7,0.389,0.389,1.2,1.6,0.725,,,6.2,1.2,,,,3.2,6.4,-1.0,6.1
25,1966-1967,Mel Counts,C,25,23-26,LAL,31,,16.7,3.6,8.1,0.444,,,0.0,3.6,8.1,0.444,0.444,1.3,1.7,0.741,,,6.1,0.7,,,,3.3,8.5,-1.0,7.1
26,1966-1967,Freddie Crawford,SG,25,23-26,NYK,19,0.0,10.1,2.3,6.1,0.379,,,0.0,2.3,6.1,0.379,0.379,1.3,2.0,0.632,,,2.5,0.6,,,,2.1,5.9,-1.0,2.4
27,1966-1967,Billy Cunningham,SF,23,23-26,PHI,81,,26.8,6.9,15.0,0.459,,,0.0,6.9,15.0,0.459,0.459,4.7,6.9,0.686,,,7.3,2.5,,,,3.2,18.5,-1.0,14.8
28,1966-1967,Dave DeBusschere,SF,26,23-26,DET,78,,37.1,6.8,16.4,0.415,,,0.0,6.8,16.4,0.415,0.415,4.6,6.6,0.705,,,11.8,2.8,,,,3.8,18.2,-1.0,17.4
29,1966-1967,Dave Deutsch,G,21,18-22,NYK,19,0.0,4.9,0.3,1.9,0.167,,,0.0,0.3,1.9,0.167,0.167,0.5,1.1,0.45,,,1.1,0.8,,,,0.9,1.1,-1.0,-0.1
30,1966-1967,Connie Dierking,C,30,27-30,CIN,77,,24.7,3.8,9.5,0.399,,,0.0,3.8,9.5,0.399,0.399,1.7,2.3,0.744,,,7.8,2.1,,,,3.3,9.3,-1.0,9.6
31,1966-1967,Johnny Egan,PG,28,27-30,BAL,71,,24.5,3.8,8.8,0.428,,,0.0,3.8,8.8,0.428,0.428,2.6,3.1,0.845,,,2.5,3.9,,,,2.7,10.1,-1.0,8.3
32,1966-1967,Joe Ellis,SF,22,18-22,SFW,41,,8.1,1.6,4.0,0.409,,,0.0,1.6,4.0,0.409,0.409,0.5,0.6,0.76,,,2.7,0.7,,,,1.1,3.7,-1.0,3.5
33,1966-1967,Leroy Ellis,C,26,23-26,BAL,81,,36.3,6.1,14.4,0.425,,,0.0,6.1,14.4,0.425,0.425,2.6,3.5,0.738,,,12.0,2.1,,,,3.2,14.9,-1.0,16.6
34,1966-1967,Wayne Embry,C,29,27-30,BOS,72,,10.1,2.0,5.0,0.409,,,0.0,2.0,5.0,0.409,0.409,1.1,2.0,0.569,,,4.1,0.6,,,,1.9,5.2,-1.0,4.1
35,1966-1967,Keith Erickson,SF,22,18-22,CHI,76,,19.1,3.1,8.4,0.367,,,0.0,3.1,8.4,0.367,0.367,1.5,2.1,0.736,,,4.5,1.6,,,,2.6,7.7,-1.0,5.3
36,1966-1967,Bob Ferry,C,29,27-30,BAL,51,,19.4,2.6,6.2,0.419,,,0.0,2.6,6.2,0.419,0.419,1.4,2.2,0.636,,,5.1,1.8,,,,1.9,6.5,-1.0,7.1
37,1966-1967,Hank Finkel,C,24,23-26,LAL,27,,5.2,0.6,1.7,0.362,,,0.0,0.6,1.7,0.362,0.362,0.3,0.4,0.583,,,2.4,0.2,,,,1.4,1.5,-1.0,1.5
38,1966-1967,Dave Gambee,SF,29,27-30,PHI,63,,12.0,2.4,5.5,0.435,,,0.0,2.4,5.5,0.435,0.435,1.7,2.0,0.856,,,3.1,0.7,,,,2.3,6.5,-1.0,4.6
39,1966-1967,Gail Goodrich,SG,23,23-26,LAL,77,,23.1,4.6,10.1,0.454,,,0.0,4.6,10.1,0.454,0.454,3.3,4.4,0.751,,,3.3,2.7,,,,2.5,12.4,-1.0,9.3
40,1966-1967,Johnny Green,PF,33,31-34,BAL,61,,15.5,3.3,7.2,0.465,,,0.0,3.3,7.2,0.465,0.465,1.6,3.4,0.464,,,6.5,0.9,,,,2.3,8.2,-1.0,7.6
41,1966-1967,Hal Greer,SG,30,27-30,PHI,80,,38.6,8.7,19.1,0.459,,,0.0,8.7,19.1,0.459,0.459,4.6,5.8,0.788,,,5.3,3.8,,,,3.8,22.1,-1.0,15.8
42,1966-1967,Richie Guerin,SG,34,31-34,STL,80,,28.4,4.9,11.3,0.436,,,0.0,4.9,11.3,0.436,0.436,3.8,5.2,0.731,,,2.4,4.3,,,,3.1,13.7,-1.0,9.5
43,1966-1967,Matt Guokas,SG,22,18-22,PHI,69,,11.7,1.1,2.9,0.389,,,0.0,1.1,2.9,0.389,0.389,0.7,1.2,0.605,,,1.2,1.5,,,,1.2,3.0,-1.0,2.2
44,1966-1967,Happy Hairston,SF,24,23-26,CIN,79,,30.9,5.8,12.2,0.479,,,0.0,5.8,12.2,0.479,0.479,3.2,4.8,0.66,,,8.0,0.8,,,,3.5,14.9,-1.0,12.2
45,1966-1967,Reggie Harding,C,24,23-26,DET,74,,18.5,2.3,5.2,0.449,,,0.0,2.3,5.2,0.449,0.449,0.9,1.4,0.612,,,6.1,1.3,,,,2.2,5.5,-1.0,7.3
46,1966-1967,John Havlicek,SF,26,23-26,BOS,81,,32.1,8.4,19.0,0.444,,,0.0,8.4,19.0,0.444,0.444,4.5,5.4,0.828,,,6.6,3.4,,,,2.6,21.4,-1.0,17.3
47,1966-1967,Tom Hawkins,SF,30,27-30,LAL,76,,23.7,3.6,7.5,0.481,,,0.0,3.6,7.5,0.481,0.481,1.1,2.3,0.474,,,5.7,1.1,,,,2.7,8.3,-1.0,7.3
48,1966-1967,Walt Hazzard,PG,24,23-26,LAL,79,,20.8,3.8,8.9,0.426,,,0.0,3.8,8.9,0.426,0.426,1.6,2.2,0.729,,,2.9,4.1,,,,2.6,9.3,-1.0,8.0
49,1966-1967,Fred Hetzel,PF,24,23-26,SFW,77,,27.6,4.8,12.1,0.4,,,0.0,4.8,12.1,0.4,0.4,2.5,3.1,0.81,,,8.3,1.4,,,,3.0,12.2,-1.0,11.0
50,1966-1967,Wayne Hightower,PF,27,27-30,TOT,72,,18.2,2.7,7.9,0.344,,,0.0,2.7,7.9,0.344,0.344,2.1,2.9,0.729,,,5.6,0.9,,,,2.6,7.5,-1.0,5.4
50,1966-1967,Wayne Hightower,PF,27,27-30,BAL,43,,17.3,2.4,7.2,0.334,,,0.0,2.4,7.2,0.334,0.334,2.1,2.9,0.718,,,5.6,0.8,,,,2.6,6.9,-1.0,5.1
50,1966-1967,Wayne Hightower,PF,27,27-30,DET,29,,19.4,3.2,8.9,0.355,,,0.0,3.2,8.9,0.355,0.355,2.2,3.0,0.744,,,5.7,1.0,,,,2.8,8.6,-1.0,6.0
51,1966-1967,Bob Hogsett,PF,26,23-26,DET,7,,3.1,0.7,2.3,0.313,,,0.0,0.7,2.3,0.313,0.313,0.9,0.9,1.0,,,0.4,0.1,,,,0.7,2.3,-1.0,0.5
52,1966-1967,Tom Hoover,C,26,23-26,STL,17,,7.6,0.8,1.8,0.419,,,0.0,0.8,1.8,0.419,0.419,0.3,0.8,0.385,,,2.1,0.5,,,,2.1,1.8,-1.0,0.8
53,1966-1967,Bailey Howell,PF,30,27-30,BOS,81,,30.9,7.9,15.3,0.512,,,0.0,7.9,15.3,0.512,0.512,4.3,5.8,0.741,,,8.4,1.3,,,,3.7,20.0,-1.0,17.1
54,1966-1967,Lou Hudson,SF,22,18-22,STL,80,,30.6,7.8,16.6,0.467,,,0.0,7.8,16.6,0.467,0.467,2.9,4.1,0.706,,,5.4,1.2,,,,3.5,18.4,-1.0,11.5
55,1966-1967,Darrall Imhoff,C,28,27-30,LAL,81,,33.6,4.6,9.6,0.474,,,0.0,4.6,9.6,0.474,0.474,1.6,2.6,0.614,,,13.3,2.7,,,,3.5,10.7,-1.0,17.2
56,1966-1967,Luke Jackson,PF,25,23-26,PHI,81,,29.3,4.8,10.9,0.438,,,0.0,4.8,10.9,0.438,0.438,2.4,3.2,0.759,,,8.9,1.4,,,,3.4,12.0,-1.0,12.0
57,1966-1967,Gus Johnson,SF,28,27-30,BAL,73,,36.0,8.5,18.9,0.45,,,0.0,8.5,18.9,0.45,0.45,3.7,5.2,0.708,,,11.7,2.7,,,,3.8,20.7,-1.0,19.4
58,1966-1967,Neil Johnson,PF,23,23-26,NYK,51,3.0,10.2,1.2,3.4,0.345,,,0.0,1.2,3.4,0.345,0.345,1.1,1.7,0.663,,,3.3,0.7,,,,2.0,3.4,-1.0,2.6
59,1966-1967,K.C. Jones,PG,34,31-34,BOS,78,,31.4,2.3,5.9,0.397,,,0.0,2.3,5.9,0.397,0.397,1.5,2.4,0.63,,,3.1,5.0,,,,3.5,6.2,-1.0,6.3
60,1966-1967,Sam Jones,SG,33,31-34,BOS,72,,32.3,8.9,19.5,0.454,,,0.0,8.9,19.5,0.454,0.454,4.4,5.2,0.857,,,4.7,3.0,,,,2.7,22.1,-1.0,15.7
61,1966-1967,Wali Jones,PG,24,23-26,PHI,81,,27.8,5.2,12.1,0.431,,,0.0,5.2,12.1,0.431,0.431,2.8,3.3,0.838,,,3.3,3.7,,,,3.0,13.2,-1.0,9.8
62,1966-1967,Toby Kimball,PF,24,23-26,BOS,38,,5.8,0.9,2.6,0.361,,,0.0,0.9,2.6,0.361,0.361,0.7,1.1,0.675,,,3.8,0.3,,,,1.1,2.6,-1.0,3.5
63,1966-1967,Jim King,SG,25,23-26,SFW,67,,24.9,4.3,10.2,0.418,,,0.0,4.3,10.2,0.418,0.418,2.6,3.3,0.787,,,4.8,3.6,,,,2.9,11.1,-1.0,10.0
64,1966-1967,Don Kojis,SF,28,27-30,CHI,78,,21.2,4.2,9.9,0.426,,,0.0,4.2,9.9,0.426,0.426,1.7,2.8,0.604,,,6.1,0.9,,,,2.6,10.2,-1.0,7.8
65,1966-1967,Howard Komives,PG,25,23-26,NYK,65,63.0,35.1,6.2,15.3,0.404,,,0.0,6.2,15.3,0.404,0.404,3.3,3.9,0.858,,,2.8,6.2,,,,3.3,15.7,-1.0,11.7
66,1966-1967,Tommy Kron,SG,23,23-26,STL,32,,6.9,0.8,2.7,0.31,,,0.0,0.8,2.7,0.31,0.31,0.4,0.6,0.684,,,1.1,1.4,,,,1.1,2.1,-1.0,1.4
67,1966-1967,Rudy LaRusso,PF,29,27-30,LAL,45,,28.7,4.7,11.3,0.415,,,0.0,4.7,11.3,0.415,0.415,3.5,5.0,0.696,,,7.8,1.7,,,,3.3,12.8,-1.0,10.9
68,1966-1967,Clyde Lee,C,22,18-22,SFW,74,,16.9,2.8,6.8,0.408,,,0.0,2.8,6.8,0.408,0.408,1.4,2.2,0.633,,,7.4,1.0,,,,2.3,7.0,-1.0,8.3
69,1966-1967,George Lee,F-G,30,27-30,SFW,1,,5.0,3.0,4.0,0.75,,,0.0,3.0,4.0,0.75,0.75,6.0,7.0,0.857,,,0.0,0.0,,,,0.0,12.0,-1.0,10.0
70,1966-1967,Freddie Lewis,PG,23,23-26,CIN,32,,10.4,1.9,4.8,0.392,,,0.0,1.9,4.8,0.392,0.392,0.9,1.3,0.707,,,1.4,1.3,,,,1.5,4.7,-1.0,2.6
71,1966-1967,Kevin Loughery,SG,26,23-26,BAL,76,,33.9,6.8,17.2,0.398,,,0.0,6.8,17.2,0.398,0.398,4.5,5.4,0.825,,,4.6,3.8,,,,3.9,18.2,-1.0,11.4
72,1966-1967,Bob Love,PF,24,23-26,CIN,66,,16.3,2.6,6.1,0.429,,,0.0,2.6,6.1,0.429,0.429,1.4,2.2,0.633,,,3.9,0.7,,,,2.3,6.7,-1.0,4.7
73,1966-1967,Jerry Lucas,PF,26,23-26,CIN,81,,43.9,7.1,15.5,0.459,,,0.0,7.1,15.5,0.459,0.459,3.5,4.4,0.791,,,19.1,3.3,,,,3.5,17.8,-1.0,27.4
74,1966-1967,Jack Marin,SF,22,18-22,BAL,74,,17.9,3.8,8.5,0.448,,,0.0,3.8,8.5,0.448,0.448,2.0,2.5,0.775,,,4.2,1.0,,,,2.7,9.6,-1.0,6.9
75,1966-1967,Jon McGlocklin,SF,23,23-26,CIN,60,,19.9,3.6,8.2,0.44,,,0.0,3.6,8.2,0.44,0.44,1.2,1.7,0.712,,,2.7,1.6,,,,1.4,8.5,-1.0,6.3
76,1966-1967,McCoy McLemore,SF,24,23-26,CHI,79,,17.5,3.3,8.5,0.385,,,0.0,3.3,8.5,0.385,0.385,2.7,3.4,0.772,,,4.7,0.8,,,,2.4,9.2,-1.0,6.4
77,1966-1967,Bill Melchionni,PG,22,18-22,PHI,73,,9.5,1.9,4.8,0.391,,,0.0,1.9,4.8,0.391,0.391,0.5,0.8,0.65,,,1.3,1.3,,,,1.0,4.3,-1.0,2.7
78,1966-1967,Tom Meschery,PF,28,27-30,SFW,72,,25.6,4.1,9.8,0.415,,,0.0,4.1,9.8,0.415,0.415,2.4,3.4,0.717,,,7.6,1.3,,,,3.7,10.6,-1.0,9.1
79,1966-1967,Eddie Miles,SG,26,23-26,DET,81,,29.9,7.2,16.8,0.427,,,0.0,7.2,16.8,0.427,0.427,3.2,4.2,0.772,,,3.7,2.2,,,,2.7,17.6,-1.0,10.2
80,1966-1967,Wayne Molis,C,23,23-26,NYK,13,0.0,5.8,1.5,3.9,0.373,,,0.0,1.5,3.9,0.373,0.373,0.5,1.0,0.538,,,1.7,0.2,,,,0.7,3.5,-1.0,1.8
81,1966-1967,Erwin Mueller,C,22,18-22,CHI,80,,26.7,5.3,12.0,0.441,,,0.0,5.3,12.0,0.441,0.441,2.1,3.3,0.658,,,6.2,1.6,,,,2.8,12.7,-1.0,9.8
82,1966-1967,Jeff Mullins,SG,24,23-26,SFW,77,,23.8,5.5,11.9,0.458,,,0.0,5.5,11.9,0.458,0.458,1.9,2.8,0.701,,,5.0,2.9,,,,2.5,12.9,-1.0,11.0
83,1966-1967,Dorie Murrey,PF,23,23-26,DET,35,,8.9,0.9,2.3,0.402,,,0.0,0.9,2.3,0.402,0.402,0.9,1.5,0.593,,,2.9,0.3,,,,1.6,2.8,-1.0,2.4
84,1966-1967,Don Nelson,SF,26,23-26,BOS,79,,15.2,2.9,6.4,0.446,,,0.0,2.9,6.4,0.446,0.446,1.8,2.4,0.742,,,3.7,0.8,,,,1.8,7.5,-1.0,6.1
85,1966-1967,Paul Neumann,PG,29,27-30,SFW,78,,31.0,4.9,11.7,0.424,,,0.0,4.9,11.7,0.424,0.424,4.0,5.0,0.8,,,3.5,4.4,,,,3.4,13.9,-1.0,10.6
86,1966-1967,Don Ohl,SG,30,27-30,BAL,58,,34.9,7.8,17.3,0.451,,,0.0,7.8,17.3,0.451,0.451,4.8,6.1,0.78,,,3.3,2.9,,,,2.6,20.3,-1.0,13.1
87,1966-1967,Bud Olsen,PF,26,23-26,SFW,40,,8.7,1.9,4.2,0.449,,,0.0,1.9,4.2,0.449,0.449,0.6,1.5,0.397,,,2.6,0.8,,,,1.3,4.3,-1.0,3.2
88,1966-1967,Ron Reed,PF,24,23-26,DET,62,,20.1,3.6,9.7,0.372,,,0.0,3.6,9.7,0.372,0.372,1.3,2.1,0.594,,,6.8,1.3,,,,2.3,8.5,-1.0,7.4
89,1966-1967,Willis Reed,PF,24,23-26,NYK,78,76.0,36.2,8.1,16.6,0.489,,,0.0,8.1,16.6,0.489,0.489,4.6,6.2,0.735,,,14.6,1.6,,,,3.8,20.9,-1.0,23.2
90,1966-1967,Oscar Robertson,PG,28,27-30,CIN,79,,43.9,10.6,21.5,0.493,,,0.0,10.6,21.5,0.493,0.493,9.3,10.7,0.873,,,6.2,10.7,,,,2.9,30.5,-1.0,32.2
91,1966-1967,Flynn Robinson,PG,25,23-26,CIN,76,,15.0,3.6,7.9,0.457,,,0.0,3.6,7.9,0.457,0.457,1.6,2.0,0.779,,,1.8,1.4,,,,2.6,8.8,-1.0,4.7
92,1966-1967,Guy Rodgers,PG,31,31-34,CHI,81,,37.8,6.6,17.0,0.391,,,0.0,6.6,17.0,0.391,0.391,4.7,5.9,0.806,,,4.3,11.2,,,,3.0,18.0,-1.0,18.9
93,1966-1967,Bill Russell,C,32,31-34,BOS,81,,40.7,4.9,10.7,0.454,,,0.0,4.9,10.7,0.454,0.454,3.5,5.8,0.61,,,21.0,5.8,,,,3.2,13.3,-1.0,28.8
94,1966-1967,Cazzie Russell,SF,22,18-22,NYK,77,25.0,22.0,4.5,10.2,0.436,,,0.0,4.5,10.2,0.436,0.436,2.3,3.0,0.785,,,3.3,2.4,,,,2.3,11.3,-1.0,8.3
95,1966-1967,Tom Sanders,SF,28,27-30,BOS,81,,23.8,4.0,9.3,0.428,,,0.0,4.0,9.3,0.428,0.428,2.2,2.7,0.817,,,5.4,1.1,,,,3.8,10.2,-1.0,7.1
96,1966-1967,Dave Schellhase,PG,22,18-22,CHI,31,,6.8,1.3,3.6,0.36,,,0.0,1.3,3.6,0.36,0.36,0.5,0.7,0.636,,,0.9,0.7,,,,0.9,3.0,-1.0,1.2
97,1966-1967,Ray Scott,C-PF,28,27-30,TOT,72,,34.0,6.4,15.9,0.4,,,0.0,6.4,15.9,0.4,0.4,3.6,5.1,0.699,,,10.6,2.2,,,,3.0,16.3,-1.0,15.1
97,1966-1967,Ray Scott,C,28,27-30,DET,45,,32.8,5.6,15.1,0.37,,,0.0,5.6,15.1,0.37,0.37,3.5,4.6,0.757,,,9.0,1.9,,,,2.9,14.7,-1.0,12.1
97,1966-1967,Ray Scott,PF,28,27-30,BAL,27,,35.9,7.6,17.1,0.445,,,0.0,7.6,17.1,0.445,0.445,3.7,5.9,0.625,,,13.2,2.8,,,,3.1,19.0,-1.0,20.2
98,1966-1967,Larry Siegfried,PG,27,27-30,BOS,73,,25.9,5.0,11.4,0.442,,,0.0,5.0,11.4,0.442,0.442,4.0,4.8,0.847,,,3.1,3.4,,,,2.8,14.1,-1.0,10.6
99,1966-1967,Paul Silas,PF,23,23-26,STL,77,,20.4,2.7,6.3,0.429,,,0.0,2.7,6.3,0.429,0.429,1.5,2.8,0.531,,,8.7,1.0,,,,2.7,6.8,-1.0,8.9
100,1966-1967,Jerry Sloan,SG,24,23-26,CHI,80,,36.8,6.6,15.2,0.432,,,0.0,6.6,15.2,0.432,0.432,4.3,5.3,0.796,,,9.1,2.1,,,,3.7,17.4,-1.0,15.3
101,1966-1967,Adrian Smith,SG,30,27-30,CIN,81,,32.5,6.2,14.2,0.438,,,0.0,6.2,14.2,0.438,0.438,4.2,4.7,0.903,,,2.5,2.3,,,,3.4,16.6,-1.0,9.5
102,1966-1967,Dick Snyder,SG,22,18-22,STL,55,,12.3,2.6,6.1,0.432,,,0.0,2.6,6.1,0.432,0.432,0.8,1.1,0.754,,,1.7,1.1,,,,1.5,6.1,-1.0,3.6
103,1966-1967,Dave Stallworth,SF,25,23-26,NYK,76,8.0,24.9,5.0,10.7,0.466,,,0.0,5.0,10.7,0.466,0.466,3.0,4.2,0.716,,,6.2,1.9,,,,3.0,13.0,-1.0,11.2
104,1966-1967,Joe Strawder,C,26,23-26,DET,79,,27.3,3.6,8.4,0.426,,,0.0,3.6,8.4,0.426,0.426,2.4,3.3,0.718,,,10.0,1.0,,,,4.4,9.5,-1.0,10.4
105,1966-1967,Rod Thorn,PG,25,23-26,STL,67,,17.4,3.5,7.8,0.445,,,0.0,3.5,7.8,0.445,0.445,1.9,2.6,0.727,,,2.4,1.8,,,,1.3,8.8,-1.0,6.7
106,1966-1967,Nate Thurmond,C,25,23-26,SFW,65,,42.5,7.2,16.4,0.437,,,0.0,7.2,16.4,0.437,0.437,4.3,6.8,0.629,,,21.3,2.6,,,,2.8,18.7,-1.0,28.1
107,1966-1967,Gene Tormohlen,C,29,27-30,STL,63,,16.4,2.7,6.4,0.427,,,0.0,2.7,6.4,0.427,0.427,0.8,1.3,0.595,,,5.5,1.2,,,,2.8,6.3,-1.0,6.0
108,1966-1967,John Tresvant,PF,27,27-30,DET,68,,22.8,3.8,8.6,0.438,,,0.0,3.8,8.6,0.438,0.438,2.4,3.4,0.701,,,7.1,1.3,,,,3.6,9.9,-1.0,8.9
109,1966-1967,Dick Van Arsdale,SG,23,23-26,NYK,79,79.0,36.6,5.2,11.6,0.449,,,0.0,5.2,11.6,0.449,0.449,4.7,6.4,0.729,,,7.0,3.1,,,,3.3,15.1,-1.0,13.8
110,1966-1967,Tom Van Arsdale,SG,23,23-26,DET,79,,27.0,4.4,11.2,0.391,,,0.0,4.4,11.2,0.391,0.391,3.4,4.4,0.784,,,4.3,2.4,,,,3.1,12.2,-1.0,8.0
111,1966-1967,Chico Vaughn,SG,26,23-26,DET,51,,13.3,1.7,4.4,0.376,,,0.0,1.7,4.4,0.376,0.376,1.0,1.5,0.676,,,1.3,1.5,,,,1.1,4.3,-1.0,2.8
112,1966-1967,Chet Walker,SF,26,23-26,PHI,81,,33.2,6.9,14.2,0.488,,,0.0,6.9,14.2,0.488,0.488,5.5,7.2,0.766,,,8.1,2.3,,,,2.9,19.3,-1.0,17.8
113,1966-1967,Gerry Ward,SG,25,23-26,CHI,76,,13.7,1.5,4.0,0.381,,,0.0,1.5,4.0,0.381,0.381,1.1,1.8,0.63,,,2.4,1.7,,,,2.2,4.2,-1.0,2.9
