ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
1,1961-1962,Stacey Arceneaux,F,25,23-26,STL,7,,15.7,3.1,8.0,0.393,,,0.0,3.1,8.0,0.393,0.393,0.9,1.9,0.462,,,4.6,0.6,,,,1.4,7.1,-1.0,5.0
2,1961-1962,Paul Arizin,SF,33,31-34,PHW,78,,35.7,7.8,19.1,0.41,,,0.0,7.8,19.1,0.41,0.41,6.2,7.7,0.805,,,6.8,2.6,,,,3.9,21.9,-1.0,14.6
3,1961-1962,Al Attles,PG,25,23-26,PHW,75,,32.9,4.6,9.7,0.474,,,0.0,4.6,9.7,0.474,0.474,2.1,3.6,0.592,,,4.7,4.4,,,,3.7,11.3,-1.0,10.1
4,1961-1962,Elgin Baylor,SF,27,27-30,LAL,48,,44.4,14.2,33.1,0.428,,,0.0,14.2,33.1,0.428,0.428,9.9,13.1,0.754,,,18.6,4.6,,,,3.2,38.3,-1.0,36.2
5,1961-1962,Walt Bellamy,C,22,18-22,CHP,79,,42.3,12.3,23.7,0.519,,,0.0,12.3,23.7,0.519,0.519,6.9,10.8,0.644,,,19.0,2.7,,,,3.6,31.6,-1.0,34.4
6,1961-1962,Al Bianchi,PG,29,27-30,SYR,80,,24.1,4.2,10.6,0.397,,,0.0,4.2,10.6,0.397,0.397,1.9,2.8,0.697,,,3.5,3.3,,,,2.9,10.3,-1.0,6.9
7,1961-1962,George Blaney,PG,22,18-22,NYK,36,,10.1,1.5,3.9,0.38,,,0.0,1.5,3.9,0.38,0.38,0.3,0.5,0.529,,,1.0,1.3,,,,0.9,3.3,-1.0,2.1
8,1961-1962,Bucky Bockhorn,SG,28,27-30,CIN,80,,38.3,6.6,15.4,0.43,,,0.0,6.6,15.4,0.43,0.43,2.5,3.1,0.789,,,4.7,4.6,,,,3.5,15.8,-1.0,12.2
9,1961-1962,George Bon Salle,PF,26,23-26,CHP,3,,3.0,0.7,2.7,0.25,,,0.0,0.7,2.7,0.25,0.25,0.0,0.0,0.0,,,0.7,0.0,,,,0.0,1.3,-1.0,0.0
10,1961-1962,Bob Boozer,PF,24,23-26,CIN,79,,31.5,5.2,11.8,0.438,,,0.0,5.2,11.8,0.438,0.438,3.3,4.7,0.707,,,10.2,1.6,,,,3.5,13.7,-1.0,14.0
11,1961-1962,Carl Braun,PG,34,31-34,BOS,48,,8.6,1.6,4.3,0.377,,,0.0,1.6,4.3,0.377,0.377,0.4,0.6,0.741,,,1.0,1.5,,,,1.0,3.7,-1.0,2.3
12,1961-1962,Joe Buckhalter,PF,24,23-26,CIN,63,,11.6,2.4,5.3,0.458,,,0.0,2.4,5.3,0.458,0.458,1.1,1.7,0.62,,,4.2,0.7,,,,2.0,5.9,-1.0,5.3
13,1961-1962,Cleveland Buckner,PF,23,23-26,NYK,62,,11.2,2.5,5.9,0.431,,,0.0,2.5,5.9,0.431,0.431,1.3,2.1,0.624,,,3.8,0.6,,,,1.8,6.4,-1.0,4.8
14,1961-1962,Dave Budd,SF,23,23-26,NYK,79,,17.3,2.4,5.5,0.436,,,0.0,2.4,5.5,0.436,0.436,1.7,2.9,0.597,,,4.4,1.1,,,,2.1,6.5,-1.0,5.6
15,1961-1962,Ed Burton,F,22,18-22,NYK,8,,3.5,0.9,1.8,0.5,,,0.0,0.9,1.8,0.5,0.5,0.1,0.5,0.25,,,0.6,0.1,,,,0.4,1.9,-1.0,0.9
16,1961-1962,Donnie Butcher,PG,25,23-26,NYK,47,,10.2,1.0,3.3,0.31,,,0.0,1.0,3.3,0.31,0.31,0.9,1.5,0.609,,,1.7,1.1,,,,1.3,2.9,-1.0,1.5
17,1961-1962,Al Butler,PG,23,23-26,TOT,59,,34.2,5.9,12.8,0.463,,,0.0,5.9,12.8,0.463,0.463,2.2,3.1,0.709,,,5.7,3.5,,,,2.6,14.0,-1.0,12.8
17,1961-1962,Al Butler,PG,23,23-26,BOS,5,,9.4,2.6,5.8,0.448,,,0.0,2.6,5.8,0.448,0.448,1.0,1.2,0.833,,,2.6,0.8,,,,1.8,6.2,-1.0,4.4
17,1961-1962,Al Butler,PG,23,23-26,NYK,54,,36.5,6.2,13.4,0.463,,,0.0,6.2,13.4,0.463,0.463,2.3,3.3,0.705,,,6.0,3.7,,,,2.7,14.7,-1.0,13.5
18,1961-1962,Barney Cable,SF,26,23-26,TOT,67,,27.8,4.6,11.2,0.407,,,0.0,4.6,11.2,0.407,0.407,1.8,2.7,0.652,,,8.4,1.7,,,,3.1,10.9,-1.0,10.4
18,1961-1962,Barney Cable,SF,26,23-26,CHP,15,,33.2,5.5,14.5,0.378,,,0.0,5.5,14.5,0.378,0.378,2.8,3.9,0.712,,,5.5,2.1,,,,3.7,13.7,-1.0,7.5
18,1961-1962,Barney Cable,SF,26,23-26,STL,52,,26.2,4.3,10.2,0.419,,,0.0,4.3,10.2,0.419,0.419,1.5,2.3,0.623,,,9.2,1.6,,,,3.0,10.0,-1.0,11.1
19,1961-1962,Howie Carl,PG,23,23-26,CHP,31,,12.3,2.2,6.5,0.333,,,0.0,2.2,6.5,0.333,0.333,1.2,1.6,0.706,,,1.3,1.8,,,,1.3,5.5,-1.0,2.6
20,1961-1962,Wilt Chamberlain,C,25,23-26,PHW,80,,48.5,20.0,39.5,0.506,,,0.0,20.0,39.5,0.506,0.506,10.4,17.0,0.613,,,25.7,2.4,,,,1.5,50.4,-1.0,50.9
21,1961-1962,Ed Conlin,SG,28,27-30,PHW,70,,13.8,1.8,5.3,0.345,,,0.0,1.8,5.3,0.345,0.345,0.9,1.3,0.742,,,2.2,1.2,,,,1.7,4.6,-1.0,2.4
22,1961-1962,Larry Costello,PG,30,27-30,SYR,63,,29.4,4.9,11.5,0.427,,,0.0,4.9,11.5,0.427,0.427,3.9,4.7,0.837,,,3.9,5.7,,,,3.5,13.8,-1.0,12.5
23,1961-1962,Bob Cousy,PG,33,31-34,BOS,75,,28.2,6.2,15.7,0.391,,,0.0,6.2,15.7,0.391,0.391,3.3,4.4,0.754,,,3.5,7.8,,,,1.8,15.7,-1.0,14.6
24,1961-1962,Jimmy Darrow,G,24,23-26,STL,5,,6.8,0.6,3.0,0.2,,,0.0,0.6,3.0,0.2,0.2,1.2,1.4,0.857,,,1.4,1.2,,,,1.8,2.4,-1.0,0.6
25,1961-1962,Ralph Davis,SG,23,23-26,CHP,77,,25.9,4.7,11.4,0.413,,,0.0,4.7,11.4,0.413,0.413,0.9,1.3,0.689,,,2.1,3.2,,,,2.4,10.4,-1.0,6.2
26,1961-1962,Archie Dees,PF-C,25,23-26,TOT,21,,13.7,2.4,5.5,0.443,,,0.0,2.4,5.5,0.443,0.443,1.7,2.2,0.761,,,3.7,0.8,,,,1.6,6.5,-1.0,5.8
26,1961-1962,Archie Dees,PF,25,23-26,CHP,13,,16.7,2.9,6.7,0.437,,,0.0,2.9,6.7,0.437,0.437,2.1,2.7,0.771,,,4.5,0.9,,,,1.7,7.9,-1.0,7.2
26,1961-1962,Archie Dees,C,25,23-26,STL,8,,8.9,1.6,3.5,0.464,,,0.0,1.6,3.5,0.464,0.464,1.0,1.4,0.727,,,2.4,0.5,,,,1.4,4.3,-1.0,3.5
27,1961-1962,Walter Dukes,C,31,31-34,DET,77,,24.6,3.3,8.4,0.396,,,0.0,3.3,8.4,0.396,0.396,2.7,3.8,0.715,,,10.4,1.6,,,,4.2,9.4,-1.0,11.0
28,1961-1962,Johnny Egan,PG,23,23-26,DET,58,,12.0,2.2,5.2,0.425,,,0.0,2.2,5.2,0.425,0.425,1.1,1.4,0.762,,,1.5,1.8,,,,1.1,5.5,-1.0,4.4
29,1961-1962,Rich Eichhorst,G,28,27-30,STL,1,,10.0,1.0,2.0,0.5,,,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,,,1.0,3.0,,,,1.0,2.0,-1.0,4.0
30,1961-1962,Wayne Embry,C,24,23-26,CIN,75,,35.0,7.5,16.1,0.466,,,0.0,7.5,16.1,0.466,0.466,4.7,6.9,0.69,,,13.0,2.4,,,,3.8,19.8,-1.0,20.6
31,1961-1962,Ray Felix,C,31,31-34,LAL,80,,18.5,2.1,5.0,0.43,,,0.0,2.1,5.0,0.43,0.43,1.1,1.6,0.692,,,5.9,0.7,,,,3.3,5.4,-1.0,5.3
32,1961-1962,Al Ferrari,SG,28,27-30,STL,79,,25.9,2.6,7.4,0.357,,,0.0,2.6,7.4,0.357,0.357,2.2,2.8,0.799,,,2.7,4.0,,,,3.5,7.5,-1.0,5.3
33,1961-1962,Bob Ferry,C,24,23-26,DET,80,,24.0,5.1,11.7,0.438,,,0.0,5.1,11.7,0.438,0.438,3.6,5.3,0.678,,,6.3,1.8,,,,2.5,13.9,-1.0,11.2
34,1961-1962,Larry Foust,C,33,31-34,STL,57,,20.2,3.6,7.6,0.471,,,0.0,3.6,7.6,0.471,0.471,2.5,3.1,0.815,,,5.8,1.4,,,,3.3,9.7,-1.0,9.0
35,1961-1962,Dave Gambee,SF,24,23-26,SYR,80,,28.8,6.0,14.1,0.424,,,0.0,6.0,14.1,0.424,0.424,4.8,5.9,0.817,,,7.9,1.4,,,,3.4,16.7,-1.0,13.4
36,1961-1962,Tom Gola,SG,29,27-30,PHW,60,,41.0,5.4,12.8,0.421,,,0.0,5.4,12.8,0.421,0.421,2.9,3.8,0.765,,,9.8,4.9,,,,4.5,13.7,-1.0,15.6
37,1961-1962,Joe Graboski,PF,32,31-34,TOT,38,,12.3,2.0,5.8,0.348,,,0.0,2.0,5.8,0.348,0.348,1.0,1.7,0.6,,,4.1,0.7,,,,1.6,5.1,-1.0,3.8
37,1961-1962,Joe Graboski,F-C,32,31-34,STL,3,,9.3,1.3,5.7,0.235,,,0.0,1.3,5.7,0.235,0.235,0.0,0.3,0.0,,,3.0,0.7,,,,1.0,2.7,-1.0,0.7
37,1961-1962,Joe Graboski,PF,32,31-34,CHP,12,,9.8,2.1,5.9,0.352,,,0.0,2.1,5.9,0.352,0.352,1.4,2.2,0.654,,,3.3,0.5,,,,1.2,5.6,-1.0,3.6
37,1961-1962,Joe Graboski,PF,32,31-34,SYR,23,,14.0,2.1,5.8,0.361,,,0.0,2.1,5.8,0.361,0.361,1.0,1.7,0.579,,,4.6,0.9,,,,2.0,5.1,-1.0,4.2
38,1961-1962,Johnny Green,PF,28,27-30,NYK,80,,34.9,6.3,14.6,0.436,,,0.0,6.3,14.6,0.436,0.436,3.3,5.4,0.601,,,13.3,2.4,,,,3.3,15.9,-1.0,17.9
39,1961-1962,Si Green,SG,28,27-30,TOT,71,,33.6,4.8,12.7,0.377,,,0.0,4.8,12.7,0.377,0.377,3.1,4.4,0.701,,,5.6,4.5,,,,3.2,12.7,-1.0,10.4
39,1961-1962,Si Green,G-F,28,27-30,STL,14,,19.4,2.9,7.4,0.388,,,0.0,2.9,7.4,0.388,0.388,2.3,2.9,0.8,,,3.5,2.6,,,,2.6,8.0,-1.0,6.4
39,1961-1962,Si Green,SG,28,27-30,CHP,57,,37.1,5.3,14.1,0.375,,,0.0,5.3,14.1,0.375,0.375,3.3,4.8,0.686,,,6.1,4.9,,,,3.3,13.8,-1.0,11.2
40,1961-1962,Hal Greer,SG,25,23-26,SYR,71,,38.1,9.1,20.3,0.447,,,0.0,9.1,20.3,0.447,0.447,4.7,5.7,0.819,,,7.4,4.4,,,,3.5,22.8,-1.0,18.9
41,1961-1962,Gene Guarilia,SF,24,23-26,BOS,45,,8.2,1.4,3.6,0.379,,,0.0,1.4,3.6,0.379,0.379,0.9,1.4,0.641,,,2.8,0.2,,,,1.2,3.6,-1.0,2.7
42,1961-1962,Richie Guerin,SG,29,27-30,NYK,78,,42.9,10.8,24.3,0.442,,,0.0,10.8,24.3,0.442,0.442,8.0,9.8,0.82,,,6.4,6.9,,,,3.8,29.5,-1.0,23.7
43,1961-1962,Cliff Hagan,SF,30,27-30,STL,77,,36.2,9.1,19.4,0.47,,,0.0,9.1,19.4,0.47,0.47,4.7,5.7,0.825,,,8.2,4.8,,,,3.7,22.9,-1.0,20.9
44,1961-1962,Swede Halbrook,C,29,27-30,SYR,64,,14.2,2.4,6.6,0.36,,,0.0,2.4,6.6,0.36,0.36,1.5,2.4,0.636,,,6.2,0.5,,,,2.8,6.3,-1.0,5.1
45,1961-1962,Vern Hatton,SG,26,23-26,TOT,40,,22.5,2.8,8.3,0.338,,,0.0,2.8,8.3,0.338,0.338,2.5,3.1,0.784,,,2.6,2.5,,,,1.6,8.1,-1.0,5.5
45,1961-1962,Vern Hatton,SG,26,23-26,CHP,15,,26.4,3.0,9.7,0.308,,,0.0,3.0,9.7,0.308,0.308,3.5,4.6,0.754,,,3.0,2.9,,,,1.5,9.5,-1.0,6.1
