ranker,player,pos,age,team_id,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
18,Barney Cable,SF,26,STL,52,,26.2,4.3,10.2,.419,,,,4.3,10.2,.419,.419,1.5,2.3,.623,,,9.2,1.6,,,,3.0,10.0
19,Howie Carl,PG,23,CHP,31,,12.3,2.2,6.5,.333,,,,2.2,6.5,.333,.333,1.2,1.6,.706,,,1.3,1.8,,,,1.3,5.5
20,Wilt Chamberlain*,C,25,PHW,80,,48.5,20.0,39.5,.506,,,,20.0,39.5,.506,.506,10.4,17.0,.613,,,25.7,2.4,,,,1.5,50.4
21,Ed Conlin,SG,28,PHW,70,,13.8,1.8,5.3,.345,,,,1.8,5.3,.345,.345,0.9,1.3,.742,,,2.2,1.2,,,,1.7,4.6
22,Larry Costello*,PG,30,SYR,63,,29.4,4.9,11.5,.427,,,,4.9,11.5,.427,.427,3.9,4.7,.837,,,3.9,5.7,,,,3.5,13.8
23,Bob Cousy*,PG,33,BOS,75,,28.2,6.2,15.7,.391,,,,6.2,15.7,.391,.391,3.3,4.4,.754,,,3.5,7.8,,,,1.8,15.7
24,Jimmy Darrow,G,24,STL,5,,6.8,0.6,3.0,.200,,,,0.6,3.0,.200,.200,1.2,1.4,.857,,,1.4,1.2,,,,1.8,2.4
25,Ralph Davis,SG,23,CHP,77,,25.9,4.7,11.4,.413,,,,4.7,11.4,.413,.413,0.9,1.3,.689,,,2.1,3.2,,,,2.4,10.4
26,Archie Dees,PF-C,25,TOT,21,,13.7,2.4,5.5,.443,,,,2.4,5.5,.443,.443,1.7,2.2,.761,,,3.7,0.8,,,,1.6,6.5
26,Archie Dees,PF,25,CHP,13,,16.7,2.9,6.7,.437,,,,2.9,6.7,.437,.437,2.1,2.7,.771,,,4.5,0.9,,,,1.7,7.9
26,Archie Dees,C,25,STL,8,,8.9,1.6,3.5,.464,,,,1.6,3.5,.464,.464,1.0,1.4,.727,,,2.4,0.5,,,,1.4,4.3
27,Walter Dukes,C,31,DET,77,,24.6,3.3,8.4,.396,,,,3.3,8.4,.396,.396,2.7,3.8,.715,,,10.4,1.6,,,,4.2,9.4
28,Johnny Egan,PG,23,DET,58,,12.0,2.2,5.2,.425,,,,2.2,5.2,.425,.425,1.1,1.4,.762,,,1.5,1.8,,,,1.1,5.5
29,Rich Eichhorst,G,28,STL,1,,10.0,1.0,2.0,.500,,,,1.0,2.0,.500,.500,0.0,0.0,,,,1.0,3.0,,,,1.0,2.0
30,Wayne Embry*,C,24,CIN,75,,35.0,7.5,16.1,.466,,,,7.5,16.1,.466,.466,4.7,6.9,.690,,,13.0,2.4,,,,3.8,19.8
31,Ray Felix,C,31,LAL,80,,18.5,2.1,5.0,.430,,,,2.1,5.0,.430,.430,1.1,1.6,.692,,,5.9,0.7,,,,3.3,5.4
32,Al Ferrari,SG,28,STL,79,,25.9,2.6,7.4,.357,,,,2.6,7.4,.357,.357,2.2,2.8,.799,,,2.7,4.0,,,,3.5,7.5
33,Bob Ferry,C,24,DET,80,,24.0,5.1,11.7,.438,,,,5.1,11.7,.438,.438,3.6,5.3,.678,,,6.3,1.8,,,,2.5,13.9
34,Larry Foust,C,33,STL,57,,20.2,3.6,7.6,.471,,,,3.6,7.6,.471,.471,2.5,3.1,.815,,,5.8,1.4,,,,3.3,9.7
35,Dave Gambee,SF,24,SYR,80,,28.8,6.0,14.1,.424,,,,6.0,14.1,.424,.424,4.8,5.9,.817,,,7.9,1.4,,,,3.4,16.7
36,Tom Gola*,SG,29,PHW,60,,41.0,5.4,12.8,.421,,,,5.4,12.8,.421,.421,2.9,3.8,.765,,,9.8,4.9,,,,4.5,13.7
37,Joe Graboski,PF,32,TOT,38,,12.3,2.0,5.8,.348,,,,2.0,5.8,.348,.348,1.0,1.7,.600,,,4.1,0.7,,,,1.6,5.1
37,Joe Graboski,F-C,32,STL,3,,9.3,1.3,5.7,.235,,,,1.3,5.7,.235,.235,0.0,0.3,.000,,,3.0,0.7,,,,1.0,2.7
37,Joe Graboski,PF,32,CHP,12,,9.8,2.1,5.9,.352,,,,2.1,5.9,.352,.352,1.4,2.2,.654,,,3.3,0.5,,,,1.2,5.6
37,Joe Graboski,PF,32,SYR,23,,14.0,2.1,5.8,.361,,,,2.1,5.8,.361,.361,1.0,1.7,.579,,,4.6,0.9,,,,2.0,5.1
38,Johnny Green,PF,28,NYK,80,,34.9,6.3,14.6,.436,,,,6.3,14.6,.436,.436,3.3,5.4,.601,,,13.3,2.4,,,,3.3,15.9
39,Si Green,SG,28,TOT,71,,33.6,4.8,12.7,.377,,,,4.8,12.7,.377,.377,3.1,4.4,.701,,,5.6,4.5,,,,3.2,12.7
39,Si Green,G-F,28,STL,14,,19.4,2.9,7.4,.388,,,,2.9,7.4,.388,.388,2.3,2.9,.800,,,3.5,2.6,,,,2.6,8.0
39,Si Green,SG,28,CHP,57,,37.1,5.3,14.1,.375,,,,5.3,14.1,.375,.375,3.3,4.8,.686,,,6.1,4.9,,,,3.3,13.8
40,Hal Greer*,SG,25,SYR,71,,38.1,9.1,20.3,.447,,,,9.1,20.3,.447,.447,4.7,5.7,.819,,,7.4,4.4,,,,3.5,22.8
41,Gene Guarilia,SF,24,BOS,45,,8.2,1.4,3.6,.379,,,,1.4,3.6,.379,.379,0.9,1.4,.641,,,2.8,0.2,,,,1.2,3.6
42,Richie Guerin*,SG,29,NYK,78,,42.9,10.8,24.3,.442,,,,10.8,24.3,.442,.442,8.0,9.8,.820,,,6.4,6.9,,,,3.8,29.5
43,Cliff Hagan*,SF,30,STL,77,,36.2,9.1,19.4,.470,,,,9.1,19.4,.470,.470,4.7,5.7,.825,,,8.2,4.8,,,,3.7,22.9
44,Swede Halbrook,C,29,SYR,64,,14.2,2.4,6.6,.360,,,,2.4,6.6,.360,.360,1.5,2.4,.636,,,6.2,0.5,,,,2.8,6.3
45,Vern Hatton,SG,26,TOT,40,,22.5,2.8,8.3,.338,,,,2.8,8.3,.338,.338,2.5,3.1,.784,,,2.6,2.5,,,,1.6,8.1
45,Vern Hatton,SG,26,CHP,15,,26.4,3.0,9.7,.308,,,,3.0,9.7,.308,.308,3.5,4.6,.754,,,3.0,2.9,,,,1.5,9.5
45,Vern Hatton,SG,26,STL,25,,20.1,2.7,7.4,.362,,,,2.7,7.4,.362,.362,1.8,2.2,.821,,,2.3,2.2,,,,1.6,7.2
46,Tom Hawkins,SF,25,LAL,79,,24.1,3.7,8.9,.411,,,,3.7,8.9,.411,.411,1.8,2.8,.644,,,6.5,1.2,,,,3.1,9.1
47,Tom Heinsohn*,PF,27,BOS,79,,30.2,8.8,20.4,.429,,,,8.8,20.4,.429,.429,4.5,5.5,.819,,,9.5,2.1,,,,3.5,22.1
48,Cleo Hill,SG,23,STL,58,,18.1,1.8,5.3,.346,,,,1.8,5.3,.346,.346,1.8,2.4,.774,,,3.1,2.0,,,,1.7,5.5
49,Ron Horn,SF,23,STL,3,,8.3,0.3,4.0,.083,,,,0.3,4.0,.083,.083,0.3,0.7,.500,,,2.0,0.3,,,,1.3,1.0
50,Bailey Howell*,SF,25,DET,79,,36.2,7.0,15.1,.464,,,,7.0,15.1,.464,.464,5.9,7.7,.768,,,12.6,2.4,,,,4.0,19.9
51,Hot Rod Hundley,PG,27,LAL,78,,19.1,2.2,6.5,.340,,,,2.2,6.5,.340,.340,1.1,1.6,.654,,,2.6,3.7,,,,1.7,5.5
52,Darrall Imhoff,C,23,NYK,76,,19.5,2.4,6.3,.386,,,,2.4,6.3,.386,.386,1.1,1.8,.576,,,6.2,1.1,,,,3.0,5.9
53,Andy Johnson,SF,29,CHP,71,,30.9,5.1,11.5,.448,,,,5.1,11.5,.448,.448,4.0,6.4,.628,,,4.9,3.2,,,,3.5,14.3
54,Howie Jolliff,PF,23,LAL,64,,17.1,1.6,4.0,.411,,,,1.6,4.0,.411,.411,0.6,1.2,.526,,,6.0,1.2,,,,2.7,3.9
55,K.C. Jones*,PG,29,BOS,80,,25.7,3.7,9.1,.406,,,,3.7,9.1,.406,.406,1.8,2.9,.634,,,3.7,4.3,,,,2.6,9.2
56,Sam Jones*,SG,28,BOS,78,,30.6,7.6,16.5,.464,,,,7.6,16.5,.464,.464,3.1,3.8,.818,,,5.9,3.0,,,,1.9,18.4
57,Willie Jones,PG,25,DET,69,,14.6,2.6,6.9,.373,,,,2.6,6.9,.373,.373,0.9,1.5,.634,,,2.6,1.7,,,,2.0,6.1
58,Phil Jordon,C,28,NYK,76,,28.9,5.3,13.5,.392,,,,5.3,13.5,.392,.392,1.3,2.2,.571,,,6.3,2.1,,,,3.4,11.9
59,Red Kerr,C,29,SYR,80,,34.6,6.8,15.3,.443,,,,6.8,15.3,.443,.443,2.8,3.8,.735,,,14.7,3.0,,,,3.4,16.3
60,Doug Kistler,F,23,NYK,5,,2.6,0.6,1.2,.500,,,,0.6,1.2,.500,.500,0.4,0.8,.500,,,0.2,0.0,,,,0.4,1.6
61,Jim Krebs,C,26,LAL,78,,25.8,4.0,9.0,.445,,,,4.0,9.0,.445,.445,2.0,2.7,.750,,,7.9,1.4,,,,3.7,10.0
62,Fred LaCour,PG,23,STL,73,,20.6,3.2,7.3,.429,,,,3.2,7.3,.429,.429,1.5,1.8,.815,,,3.7,2.3,,,,2.3,7.8
63,York Larese,SG,23,TOT,59,,11.9,2.1,5.5,.373,,,,2.1,5.5,.373,.373,1.0,1.2,.806,,,1.3,1.6,,,,1.8,5.1
63,York Larese,SG,23,CHP,8,,7.1,1.3,2.6,.476,,,,1.3,2.6,.476,.476,0.6,1.1,.556,,,0.8,1.1,,,,1.0,3.1
63,York Larese,SG,23,PHW,51,,12.7,2.2,6.0,.366,,,,2.2,6.0,.366,.366,1.0,1.2,.841,,,1.4,1.7,,,,1.9,5.4
64,Rudy LaRusso,PF,24,LAL,80,,34.4,6.5,13.9,.466,,,,6.5,13.9,.466,.466,4.3,5.6,.763,,,10.4,2.2,,,,3.2,17.2
65,George Lee,SF,25,DET,75,,18.0,2.4,6.7,.358,,,,2.4,6.7,.358,.358,2.8,3.7,.761,,,4.7,0.9,,,,1.7,7.6
66,Slick Leonard*,PG,29,CHP,70,,35.2,6.0,16.1,.375,,,,6.0,16.1,.375,.375,4.0,5.3,.752,,,2.8,5.4,,,,2.7,16.1
67,Jim Loscutoff,SF,31,BOS,79,,14.5,2.4,6.6,.362,,,,2.4,6.6,.362,.362,0.6,1.1,.536,,,4.2,0.6,,,,2.3,5.3
68,Clyde Lovellette*,C,32,STL,40,,29.8,8.5,18.1,.471,,,,8.5,18.1,.471,.471,3.9,4.7,.829,,,8.8,1.7,,,,3.4,20.9
69,Ted Luckenbill,PF,22,PHW,67,,5.9,0.6,1.8,.358,,,,0.6,1.8,.358,.358,0.7,1.1,.645,,,1.6,0.4,,,,1.0,2.0
70,Whitey Martin,SG,22,NYK,66,,15.4,1.4,4.4,.325,,,,1.4,4.4,.325,.325,0.6,0.8,.673,,,2.4,1.7,,,,2.4,3.4
71,Johnny McCarthy,PG,27,STL,15,,22.2,1.2,4.9,.247,,,,1.2,4.9,.247,.247,0.8,1.8,.444,,,3.7,4.7,,,,3.3,3.2
72,Shellie McMillon,SF,25,TOT,62,,19.8,4.3,9.5,.448,,,,4.3,9.5,.448,.448,1.7,2.9,.593,,,5.9,1.0,,,,3.3,10.3
72,Shellie McMillon,SF,25,DET,14,,13.6,1.9,5.9,.313,,,,1.9,5.9,.313,.313,1.4,2.6,.556,,,4.6,0.4,,,,2.6,5.1
72,Shellie McMillon,SF,25,STL,48,,21.6,5.0,10.6,.470,,,,5.0,10.6,.470,.470,1.8,3.0,.603,,,6.3,1.1,,,,3.4,11.8
73,Bob McNeill,PG,23,TOT,50,,8.8,1.1,2.7,.412,,,,1.1,2.7,.412,.412,0.5,0.7,.765,,,1.1,1.8,,,,1.1,2.8
73,Bob McNeill,PG,23,PHW,21,,10.1,1.6,3.6,.447,,,,1.6,3.6,.447,.447,0.9,1.0,.818,,,1.6,2.3,,,,1.5,4.1
73,Bob McNeill,PG,23,LAL,29,,7.9,0.8,2.1,.367,,,,0.8,2.1,.367,.367,0.3,0.4,.667,,,0.8,1.4,,,,0.9,1.8
74,Tom Meschery,PF,23,PHW,80,,31.4,4.7,11.6,.404,,,,4.7,11.6,.404,.404,2.7,3.3,.824,,,9.1,1.8,,,,4.1,12.1
75,Jackie Moreland,PF,23,DET,74,,16.5,2.8,6.6,.421,,,,2.8,6.6,.421,.421,1.9,2.5,.747,,,5.8,1.0,,,,2.4,7.4
76,Willie Naulls,SF,27,NYK,75,,39.7,10.0,24.0,.415,,,,10.0,24.0,.415,.415,5.1,6.1,.842,,,11.6,2.6,,,,3.5,25.0
77,Paul Neumann,PG,24,SYR,77,,16.4,2.2,5.2,.429,,,,2.2,5.2,.429,.429,1.7,2.2,.773,,,2.5,2.3,,,,2.6,6.2
78,Chuck Noble,SG,30,DET,26,,13.9,1.2,4.3,.283,,,,1.2,4.3,.283,.283,0.3,0.6,.533,,,1.7,2.4,,,,2.1,2.8
79,Bevo Nordmann,C,22,CIN,58,,5.9,0.9,2.2,.405,,,,0.9,2.2,.405,.405,0.5,1.0,.509,,,2.2,0.3,,,,1.4,2.3
80,Don Ohl,SG,25,DET,77,,32.8,7.2,16.2,.444,,,,7.2,16.2,.444,.444,2.6,3.6,.718,,,3.5,3.2,,,,2.2,17.0
81,Chuck Osborne,PF,23,SYR,4,,5.3,0.3,2.0,.125,,,,0.3,2.0,.125,.125,0.8,1.0,.750,,,2.3,0.3,,,,0.8,1.3
82,Bob Pettit*,PF,29,STL,78,,42.1,11.1,24.7,.450,,,,11.1,24.7,.450,.450,8.9,11.6,.771,,,18.7,3.7,,,,3.8,31.1
83,Gary Phillips,PG,22,BOS,67,,10.6,1.6,4.6,.355,,,,1.6,4.6,.355,.355,0.7,1.3,.581,,,1.6,1.0,,,,1.6,4.0
84,Dave Piontek,PF,27,CHP,45,,13.6,1.8,5.0,.369,,,,1.8,5.0,.369,.369,0.9,1.3,.661,,,3.4,0.7,,,,2.0,4.6
85,Frank Radovich,F,23,PHW,37,,4.7,1.0,2.5,.398,,,,1.0,2.5,.398,.398,0.4,0.7,.500,,,1.4,0.1,,,,0.7,2.4
86,Frank Ramsey*,SG,30,BOS,79,,24.2,5.5,12.9,.428,,,,5.5,12.9,.428,.428,4.2,5.1,.825,,,4.9,1.4,,,,3.1,15.3
87,Hub Reed,C,25,CIN,80,,18.1,2.5,5.8,.441,,,,2.5,5.8,.441,.441,0.8,1.0,.732,,,5.5,0.7,,,,3.3,5.8
88,Joe Roberts,PF,25,SYR,80,,20.5,3.0,7.7,.393,,,,3.0,7.7,.393,.393,1.6,2.4,.665,,,6.7,0.6,,,,2.9,7.7
89,Oscar Robertson*,PG,23,CIN,79,,44.3,11.0,22.9,.478,,,,11.0,22.9,.478,.478,8.9,11.0,.803,,,12.5,11.4,,,,3.3,30.8
90,Guy Rodgers*,PG,26,PHW,80,,33.1,3.3,9.4,.356,,,,3.3,9.4,.356,.356,1.5,2.3,.665,,,4.4,8.0,,,,3.9,8.2
91,Joe Ruklick,PF,23,PHW,46,,6.6,1.0,3.2,.327,,,,1.0,3.2,.327,.327,0.3,0.6,.462,,,1.9,0.3,,,,1.2,2.3
92,Bill Russell*,C,27,BOS,76,,45.2,7.6,16.6,.457,,,,7.6,16.6,.457,.457,3.8,6.3,.595,,,23.6,4.5,,,,2.7,18.9
93,Tom Sanders*,SF,23,BOS,80,,29.1,4.4,10.1,.435,,,,4.4,10.1,.435,.435,2.5,3.3,.749,,,9.5,0.9,,,,3.5,11.2
94,Woody Sauldsberry,PF,27,TOT,63,,28.0,4.7,13.8,.343,,,,4.7,13.8,.343,.343,1.3,2.0,.642,,,8.5,1.4,,,,2.8,10.7
94,Woody Sauldsberry,PF,27,STL,14,,20.8,2.9,8.7,.336,,,,2.9,8.7,.336,.336,1.4,2.1,.655,,,5.1,0.9,,,,1.6,7.2
94,Woody Sauldsberry,PF,27,CHP,49,,30.1,5.2,15.2,.344,,,,5.2,15.2,.344,.344,1.2,1.9,.638,,,9.5,1.6,,,,3.2,11.7
95,Dolph Schayes*,PF,33,SYR,56,,26.4,4.8,13.4,.357,,,,4.8,13.4,.357,.357,5.1,5.7,.897,,,7.8,2.1,,,,3.0,14.7
96,Ray Scott,PF,23,DET,75,,27.8,4.9,12.7,.387,,,,4.9,12.7,.387,.387,3.4,5.2,.657,,,11.5,1.8,,,,3.1,13.3
97,Frank Selvy,SG,29,LAL,79,,35.5,5.5,13.1,.420,,,,5.5,13.1,.420,.420,3.8,5.1,.738,,,5.2,4.8,,,,2.9,14.7
98,Lee Shaffer,SF,22,SYR,75,,27.8,6.9,15.7,.436,,,,6.9,15.7,.436,.436,3.2,4.1,.771,,,6.8,1.3,,,,3.5,16.9
99,Gene Shue,PG,30,DET,80,,39.3,7.3,17.8,.408,,,,7.3,17.8,.408,.408,4.5,5.6,.810,,,4.7,5.8,,,,2.4,19.0
100,Bob Sims,SG,23,TOT,65,,20.7,3.0,7.6,.393,,,,3.0,7.6,.393,.393,1.9,3.3,.569,,,2.8,2.4,,,,2.9,7.8
100,Bob Sims,SG,23,LAL,19,,9.0,1.2,3.1,.373,,,,1.2,3.1,.373,.373,1.0,2.1,.487,,,1.4,0.6,,,,2.1,3.3
100,Bob Sims,SG,23,STL,46,,25.5,3.7,9.4,.396,,,,3.7,9.4,.396,.396,2.3,3.8,.588,,,3.4,3.1,,,,3.2,9.7
101,Adrian Smith,SG,25,CIN,80,,18.3,2.5,6.2,.405,,,,2.5,6.2,.405,.405,2.2,2.8,.775,,,1.9,2.1,,,,1.3,7.2
102,Bill Smith,G-F,22,NYK,9,,9.2,0.9,3.7,.242,,,,0.9,3.7,.242,.242,0.8,0.9,.875,,,1.8,0.8,,,,0.7,2.6
103,Bobby Smith,G,24,LAL,3,,2.3,0.0,0.3,.000,,,,0.0,0.3,.000,.000,0.0,0.0,,,,0.0,0.0,,,,0.3,0.0
104,Sam Stith,SG,24,NYK,32,,13.8,1.8,5.1,.364,,,,1.8,5.1,.364,.364,0.7,1.2,.605,,,1.6,1.9,,,,1.7,4.4
105,Jack Turner,SG,22,CHP,42,,13.5,2.0,5.3,.380,,,,2.0,5.3,.380,.380,0.8,1.0,.762,,,2.0,1.0,,,,1.2,4.8
106,Jack Twyman*,SF,27,CIN,80,,37.4,9.2,19.3,.479,,,,9.2,19.3,.479,.479,4.4,5.4,.811,,,8.0,2.7,,,,4.0,22.9
107,Charlie Tyra,PF,26,CHP,78,,20.6,2.5,6.8,.361,,,,2.5,6.8,.361,.361,1.7,2.7,.621,,,7.8,1.1,,,,2.7,6.7
108,Horace Walker,SF,24,CHP,65,,20.5,2.3,6.8,.339,,,,2.3,6.8,.339,.339,2.2,3.0,.725,,,7.2,1.1,,,,3.0,6.7
109,Jerry West*,PG,23,LAL,75,,41.2,10.7,23.9,.445,,,,10.7,23.9,.445,.445,9.5,12.3,.769,,,7.9,5.4,,,,2.3,30.8
110,Bob Wiesenhahn,SF,23,CIN,60,,5.4,0.9,2.7,.317,,,,0.9,2.7,.317,.317,0.3,0.5,.567,,,1.9,0.4,,,,0.8,2.0
111,Lenny Wilkens*,PG,24,STL,20,,43.5,7.0,18.2,.385,,,,7.0,18.2,.385,.385,4.2,5.5,.764,,,6.6,5.8,,,,3.2,18.2
112,Wayne Yates,C,24,LAL,37,,7.1,0.8,2.8,.295,,,,0.8,2.8,.295,.295,0.3,0.6,.455,,,2.5,0.4,,,,1.9,1.9
113,Dave Zeller,PG,22,CIN,61,,4.6,0.6,1.7,.353,,,,0.6,1.7,.353,.353,0.3,0.4,.750,,,0.4,1.0,,,,0.6,1.5
