ranker,player,pos,age,team_id,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
16,Barney Cable,SF,27,TOT,61,,19.7,2.8,6.2,.455,,,,2.8,6.2,.455,.455,1.0,1.6,.646,,,3.9,1.4,,,,2.2,6.7
16,Barney Cable,SF,27,STL,42,,15.8,2.5,5.1,.495,,,,2.5,5.1,.495,.495,1.0,1.5,.651,,,3.1,1.0,,,,2.0,6.1
16,Barney Cable,SF,27,CHZ,19,,28.5,3.5,8.6,.402,,,,3.5,8.6,.402,.402,1.1,1.7,.636,,,5.7,2.2,,,,2.6,8.1
17,Wilt Chamberlain*,C,26,SFW,80,,47.6,18.3,34.6,.528,,,,18.3,34.6,.528,.528,8.3,13.9,.593,,,24.3,3.4,,,,1.7,44.8
18,Len Chappell,PF,22,SYR,80,,15.5,3.5,7.6,.465,,,,3.5,7.6,.465,.465,1.9,3.0,.622,,,5.8,0.7,,,,2.1,8.9
19,Gene Conley,PF,32,NYK,70,,22.1,3.6,9.3,.390,,,,3.6,9.3,.390,.390,1.7,2.7,.656,,,6.7,1.0,,,,3.8,9.0
20,Larry Costello*,PG,31,SYR,78,,26.5,3.7,8.5,.432,,,,3.7,8.5,.432,.432,3.7,4.2,.881,,,3.0,4.3,,,,3.4,11.0
21,Bob Cousy*,PG,34,BOS,76,,26.0,5.2,13.0,.397,,,,5.2,13.0,.397,.397,2.9,3.9,.735,,,2.5,6.8,,,,2.3,13.2
22,Johnny Cox,SG,26,CHZ,73,,23.1,3.3,7.8,.421,,,,3.3,7.8,.421,.421,1.3,1.8,.704,,,3.8,1.9,,,,2.0,7.8
23,Dave DeBusschere*,SF,22,DET,80,,29.4,5.1,11.8,.430,,,,5.1,11.8,.430,.430,2.6,3.6,.718,,,8.7,2.6,,,,3.1,12.7
24,Terry Dischinger,SF,22,CHZ,57,,40.2,9.2,18.0,.512,,,,9.2,18.0,.512,.512,7.1,9.2,.770,,,8.0,3.1,,,,3.3,25.5
25,Danny Doyle,PF,22,DET,4,,6.3,1.5,3.0,.500,,,,1.5,3.0,.500,.500,1.0,1.3,.800,,,2.0,0.8,,,,1.0,4.0
26,Bob Duffy,PG,22,STL,42,,10.4,1.6,4.1,.379,,,,1.6,4.1,.379,.379,0.5,0.9,.564,,,0.9,2.0,,,,1.0,3.7
27,Walter Dukes,C,32,DET,62,,14.7,1.3,4.1,.325,,,,1.3,4.1,.325,.325,1.6,2.2,.737,,,5.8,0.9,,,,3.0,4.3
28,Johnny Egan,PG,24,DET,46,,16.3,2.4,6.4,.372,,,,2.4,6.4,.372,.372,1.2,1.5,.768,,,1.3,2.5,,,,1.5,5.9
29,Leroy Ellis,C,22,LAL,80,,20.4,2.8,6.6,.419,,,,2.8,6.6,.419,.419,1.7,2.5,.658,,,6.5,0.6,,,,2.4,7.2
30,Wayne Embry*,C,25,CIN,76,,33.0,7.0,15.3,.458,,,,7.0,15.3,.458,.458,4.5,6.8,.667,,,12.3,2.3,,,,3.8,18.6
31,Mike Farmer,SF,26,STL,80,,21.6,3.0,7.0,.425,,,,3.0,7.0,.425,.425,1.5,1.7,.842,,,4.6,1.8,,,,1.9,7.4
32,Dave Fedor,F,22,SFW,7,,3.9,0.4,1.4,.300,,,,0.4,1.4,.300,.300,0.0,0.1,.000,,,0.9,0.1,,,,0.6,0.9
33,Al Ferrari,G-F,29,CHZ,18,,7.7,0.7,2.1,.324,,,,0.7,2.1,.324,.324,0.8,0.9,.824,,,0.7,0.8,,,,1.2,2.1
34,Bob Ferry,C,25,DET,79,,31.4,5.4,12.5,.433,,,,5.4,12.5,.433,.433,2.8,4.3,.649,,,6.8,2.2,,,,3.1,13.6
35,Jack Foley,F,23,TOT,11,,7.5,1.8,4.6,.392,,,,1.8,4.6,.392,.392,1.2,1.4,.867,,,1.5,0.5,,,,0.7,4.8
35,Jack Foley,F,23,BOS,5,,9.2,2.6,5.2,.500,,,,2.6,5.2,.500,.500,1.2,1.6,.750,,,1.4,0.0,,,,0.6,6.4
35,Jack Foley,F,23,NYK,6,,6.2,1.2,4.2,.280,,,,1.2,4.2,.280,.280,1.2,1.2,1.000,,,1.5,0.8,,,,0.8,3.5
36,Dave Gambee,SF,25,SYR,60,,20.6,3.9,9.0,.438,,,,3.9,9.0,.438,.438,3.3,4.0,.836,,,4.8,0.8,,,,3.2,11.2
37,Tom Gola*,SF-SG,30,TOT,73,,36.6,5.0,10.8,.459,,,,5.0,10.8,.459,.459,2.3,3.0,.776,,,7.1,4.1,,,,4.0,12.3
37,Tom Gola*,SG,30,SFW,21,,39.1,5.3,11.6,.457,,,,5.3,11.6,.457,.457,2.4,3.1,.758,,,7.0,3.5,,,,4.4,13.0
37,Tom Gola*,SF,30,NYK,52,,35.5,4.8,10.5,.460,,,,4.8,10.5,.460,.460,2.3,2.9,.784,,,7.1,4.3,,,,3.9,12.0
38,Johnny Green,PF,29,NYK,80,,31.9,7.3,15.8,.462,,,,7.3,15.8,.462,.462,3.5,5.5,.638,,,12.1,1.9,,,,3.0,18.1
39,Si Green,PG,29,CHZ,73,,36.3,4.4,10.7,.411,,,,4.4,10.7,.411,.411,2.9,4.2,.683,,,4.6,5.8,,,,3.8,11.7
40,Hal Greer*,SG,26,SYR,80,,32.9,7.5,16.2,.464,,,,7.5,16.2,.464,.464,4.5,5.4,.834,,,5.7,3.4,,,,3.6,19.5
41,Gene Guarilia,SF,25,BOS,11,,7.5,1.0,3.5,.289,,,,1.0,3.5,.289,.289,0.4,1.0,.364,,,1.3,0.2,,,,0.5,2.4
42,Richie Guerin*,SG,30,NYK,79,,34.3,7.5,17.5,.432,,,,7.5,17.5,.432,.432,6.4,7.6,.848,,,4.2,4.4,,,,2.9,21.5
43,Dave Gunther,F,25,SFW,1,,5.0,1.0,2.0,.500,,,,1.0,2.0,.500,.500,0.0,0.0,,,,3.0,3.0,,,,1.0,2.0
44,Cliff Hagan*,SF,31,STL,79,,21.7,6.2,13.4,.465,,,,6.2,13.4,.465,.465,3.1,3.9,.800,,,4.3,2.4,,,,2.7,15.5
45,Charlie Hardnett,PF,24,CHZ,78,,21.2,3.9,8.8,.441,,,,3.9,8.8,.441,.441,2.9,4.5,.645,,,7.7,0.9,,,,2.9,10.6
46,John Havlicek*,SF,22,BOS,80,,27.5,6.0,13.6,.445,,,,6.0,13.6,.445,.445,2.2,3.0,.728,,,6.7,2.2,,,,2.4,14.3
47,Tom Hawkins,SF,26,CIN,79,,21.8,3.8,8.0,.471,,,,3.8,8.0,.471,.471,1.9,3.1,.610,,,6.9,1.3,,,,2.5,9.4
48,Tom Heinsohn*,PF,28,BOS,76,,26.4,7.2,17.1,.423,,,,7.2,17.1,.423,.423,4.5,5.4,.835,,,7.5,1.3,,,,3.6,18.9
49,Wayne Hightower,PF,23,SFW,66,,21.0,2.9,8.3,.350,,,,2.9,8.3,.350,.350,1.6,2.4,.669,,,5.4,0.8,,,,2.7,7.4
50,Paul Hogue,C,22,NYK,50,,26.8,3.0,8.4,.363,,,,3.0,8.4,.363,.363,1.6,3.5,.454,,,8.6,0.8,,,,4.4,7.7
51,Ron Horn,SF,24,LAL,28,,10.3,1.0,2.9,.329,,,,1.0,2.9,.329,.329,0.7,1.0,.690,,,2.5,0.4,,,,1.6,2.6
52,Bailey Howell*,SF,26,DET,79,,37.6,8.1,15.6,.516,,,,8.1,15.6,.516,.516,6.6,8.2,.798,,,11.5,2.9,,,,3.8,22.7
53,Hot Rod Hundley,PG,28,LAL,65,,12.1,1.4,4.0,.336,,,,1.4,4.0,.336,.336,1.3,1.8,.706,,,1.6,2.3,,,,1.2,4.0
54,Darrall Imhoff,C,24,DET,45,,10.2,1.1,3.4,.314,,,,1.1,3.4,.314,.314,0.5,1.1,.480,,,3.4,0.6,,,,1.5,2.7
55,Howie Jolliff,PF,24,LAL,28,,10.5,0.5,2.0,.273,,,,0.5,2.0,.273,.273,0.2,0.3,.667,,,2.2,0.7,,,,1.8,1.3
56,K.C. Jones*,PG,30,BOS,79,,24.6,2.9,7.5,.389,,,,2.9,7.5,.389,.389,1.4,2.2,.633,,,3.3,4.0,,,,2.8,7.2
57,Sam Jones*,SG,29,BOS,76,,30.6,8.2,17.2,.476,,,,8.2,17.2,.476,.476,3.4,4.3,.793,,,5.2,3.2,,,,2.1,19.7
58,Willie Jones,PG,26,DET,79,,18.6,3.9,9.2,.418,,,,3.9,9.2,.418,.418,1.5,2.1,.720,,,2.9,2.4,,,,2.6,9.2
59,Phil Jordon,C,29,STL,73,,19.5,2.9,7.2,.400,,,,2.9,7.2,.400,.400,0.8,1.4,.554,,,4.4,1.4,,,,2.4,6.5
60,Red Kerr,C,30,SYR,80,,32.0,6.3,13.4,.474,,,,6.3,13.4,.474,.474,3.0,4.0,.753,,,13.0,2.7,,,,2.6,15.7
61,Maurice King,PG,27,CHZ,37,,25.8,2.5,6.5,.390,,,,2.5,6.5,.390,.390,0.8,0.9,.824,,,2.8,3.8,,,,2.4,5.8
62,Jim Krebs,C,27,LAL,79,,24.2,3.4,7.9,.434,,,,3.4,7.9,.434,.434,1.5,1.9,.747,,,6.4,1.1,,,,3.2,8.3
63,Fred LaCour,G-F,24,SFW,16,,10.7,1.8,4.6,.384,,,,1.8,4.6,.384,.384,0.6,1.0,.563,,,1.5,1.2,,,,1.7,4.1
64,Rudy LaRusso,PF,25,LAL,75,,33.4,4.3,10.1,.422,,,,4.3,10.1,.422,.422,3.8,5.2,.718,,,10.0,2.5,,,,3.4,12.3
65,George Lee,SG,26,SFW,64,,18.6,2.3,6.2,.378,,,,2.3,6.2,.378,.378,2.4,3.0,.788,,,3.4,1.0,,,,1.8,7.0
66,Slick Leonard*,PG,30,CHZ,32,,27.5,2.6,7.7,.343,,,,2.6,7.7,.343,.343,1.8,2.7,.694,,,2.1,4.5,,,,2.6,7.1
67,Jim Loscutoff,SF,32,BOS,63,,9.6,1.5,4.0,.375,,,,1.5,4.0,.375,.375,0.3,0.7,.524,,,2.5,0.4,,,,2.0,3.3
68,Kevin Loughery,SG,22,DET,57,,14.8,2.6,7.0,.368,,,,2.6,7.0,.368,.368,1.2,1.8,.710,,,1.9,1.8,,,,2.4,6.4
69,Clyde Lovellette*,C,33,BOS,61,,9.3,2.6,6.2,.428,,,,2.6,6.2,.428,.428,1.2,1.6,.745,,,2.9,0.4,,,,2.2,6.5
70,Ted Luckenbill,PF,23,SFW,20,,10.1,1.3,3.4,.382,,,,1.3,3.4,.382,.382,0.5,1.0,.450,,,2.8,0.4,,,,1.7,3.1
71,Nick Mantis,SG,27,TOT,42,,16.3,2.2,5.8,.385,,,,2.2,5.8,.385,.385,0.6,1.2,.551,,,2.0,2.0,,,,2.2,5.1
71,Nick Mantis,SG,27,STL,9,,6.4,0.9,2.2,.400,,,,0.9,2.2,.400,.400,0.3,1.0,.333,,,0.7,0.8,,,,1.4,2.1
71,Nick Mantis,SG,27,CHZ,33,,19.0,2.6,6.8,.384,,,,2.6,6.8,.384,.384,0.7,1.2,.600,,,2.4,2.3,,,,2.5,5.9
72,Billy McGill,C,23,CHZ,60,,9.8,3.0,5.9,.513,,,,3.0,5.9,.513,.513,1.3,2.0,.672,,,2.7,0.6,,,,2.0,7.4
73,Porter Meriwether,PG,22,SYR,31,,8.6,1.5,3.9,.393,,,,1.5,3.9,.393,.393,0.7,1.1,.697,,,0.9,1.4,,,,0.6,3.8
74,Tom Meschery,PF,24,SFW,64,,35.1,6.2,14.6,.425,,,,6.2,14.6,.425,.425,3.6,4.9,.728,,,9.8,1.6,,,,3.9,16.0
75,Howie Montgomery,SF,22,SFW,20,,18.2,3.3,7.7,.425,,,,3.3,7.7,.425,.425,0.7,1.2,.609,,,3.5,1.1,,,,1.8,7.2
76,Jackie Moreland,PF,24,DET,78,,19.4,3.5,8.0,.436,,,,3.5,8.0,.436,.436,1.9,2.7,.678,,,5.8,1.5,,,,2.9,8.8
77,Willie Naulls,SF,28,TOT,70,,27.2,5.3,12.7,.417,,,,5.3,12.7,.417,.417,2.4,3.0,.802,,,7.4,1.5,,,,2.9,12.9
77,Willie Naulls,SF,28,NYK,23,,29.4,6.7,16.3,.413,,,,6.7,16.3,.413,.413,3.4,4.2,.813,,,8.7,1.9,,,,1.8,16.9
77,Willie Naulls,SF,28,SFW,47,,26.1,4.6,10.9,.420,,,,4.6,10.9,.420,.420,1.9,2.4,.793,,,6.7,1.2,,,,3.5,11.0
78,Don Nelson*,SF,22,CHZ,62,,17.3,2.1,4.7,.440,,,,2.1,4.7,.440,.440,2.6,3.6,.729,,,4.5,1.2,,,,2.2,6.8
79,Paul Neumann,PG,25,SYR,80,,19.8,3.0,6.3,.471,,,,3.0,6.3,.471,.471,2.3,2.8,.815,,,2.5,2.8,,,,2.8,8.2
80,Bevo Nordmann,C,23,TOT,53,,18.9,2.9,6.0,.489,,,,2.9,6.0,.489,.489,1.1,2.3,.484,,,6.0,0.9,,,,2.9,7.0
80,Bevo Nordmann,C,23,STL,27,,10.0,1.3,3.0,.450,,,,1.3,3.0,.450,.450,0.8,1.4,.538,,,3.1,0.3,,,,1.8,3.4
80,Bevo Nordmann,C,23,NYK,26,,28.0,4.6,9.2,.502,,,,4.6,9.2,.502,.502,1.5,3.2,.458,,,8.9,1.5,,,,4.1,10.7
81,Mel Nowell,SG,23,CHZ,39,,15.1,2.4,6.1,.388,,,,2.4,6.1,.388,.388,1.2,1.7,.727,,,1.7,2.2,,,,2.2,5.9
82,Don Ohl,SG,26,DET,80,,37.0,8.0,18.1,.439,,,,8.0,18.1,.439,.439,3.4,4.8,.724,,,3.0,4.1,,,,2.9,19.3
83,Bud Olsen,PF,22,CIN,52,,7.2,0.8,2.6,.323,,,,0.8,2.6,.323,.323,0.5,0.8,.692,,,2.0,0.8,,,,1.5,2.2
84,Bob Pettit*,PF,30,STL,79,,39.1,9.8,22.1,.446,,,,9.8,22.1,.446,.446,8.7,11.2,.774,,,15.1,3.1,,,,3.6,28.4
85,Gary Phillips,SG,23,SFW,75,,24.0,3.4,8.6,.398,,,,3.4,8.6,.398,.398,1.3,2.0,.638,,,3.0,1.8,,,,2.5,8.1
86,Dave Piontek,SF,28,CIN,48,,9.5,1.3,3.3,.380,,,,1.3,3.3,.380,.380,0.2,0.3,.625,,,2.0,0.5,,,,1.4,2.7
87,Frank Ramsey*,SG,31,BOS,77,,20.0,3.7,9.6,.382,,,,3.7,9.6,.382,.382,3.5,4.3,.816,,,3.7,1.2,,,,3.4,10.9
88,Hub Reed,C,26,CIN,80,,16.2,2.5,5.3,.466,,,,2.5,5.3,.466,.466,0.9,1.2,.755,,,5.0,1.0,,,,3.3,5.9
89,Joe Roberts,PF,26,SYR,33,,14.1,2.2,5.9,.372,,,,2.2,5.9,.372,.372,1.1,1.5,.686,,,4.7,0.5,,,,2.0,5.5
90,Oscar Robertson*,PG,24,CIN,80,,44.0,10.3,19.9,.518,,,,10.3,19.9,.518,.518,7.7,9.5,.810,,,10.4,9.5,,,,3.7,28.3
91,Guy Rodgers*,PG,27,SFW,79,,41.1,5.6,14.6,.387,,,,5.6,14.6,.387,.387,2.6,3.6,.727,,,5.0,10.4,,,,3.7,13.9
92,John Rudometkin,SF,22,NYK,56,,10.2,1.9,5.5,.352,,,,1.9,5.5,.352,.352,1.3,1.7,.768,,,2.7,0.5,,,,1.0,5.2
93,Bill Russell*,C,28,BOS,78,,44.9,6.6,15.2,.432,,,,6.6,15.2,.432,.432,3.7,6.6,.555,,,23.6,4.5,,,,2.4,16.8
94,Tom Sanders*,SF,24,BOS,80,,26.9,4.2,9.3,.456,,,,4.2,9.3,.456,.456,2.3,3.2,.738,,,7.2,1.2,,,,3.3,10.8
95,Woody Sauldsberry,PF,28,TOT,77,,26.4,4.8,12.5,.379,,,,4.8,12.5,.379,.379,1.4,2.1,.656,,,5.8,1.0,,,,3.0,10.9
95,Woody Sauldsberry,F-C,28,CHZ,54,,30.8,5.6,14.7,.384,,,,5.6,14.7,.384,.384,1.6,2.4,.685,,,6.8,1.2,,,,3.2,12.9
95,Woody Sauldsberry,PF,28,STL,23,,16.1,2.7,7.6,.356,,,,2.7,7.6,.356,.356,0.8,1.4,.545,,,3.5,0.5,,,,2.6,6.2
96,Dolph Schayes*,PF,34,SYR,66,,21.8,3.4,8.7,.388,,,,3.4,8.7,.388,.388,2.7,3.1,.879,,,5.7,2.7,,,,2.7,9.5
97,Ray Scott,PF,24,DET,76,,33.4,6.1,14.6,.414,,,,6.1,14.6,.414,.414,4.1,6.0,.674,,,10.2,2.5,,,,3.5,16.2
98,Kenny Sears,SF,29,TOT,77,,14.8,2.1,3.9,.530,,,,2.1,3.9,.530,.530,1.7,2.2,.780,,,2.7,1.2,,,,1.7,5.9
98,Kenny Sears,F,29,NYK,23,,15.6,2.1,4.0,.522,,,,2.1,4.0,.522,.522,1.1,2.0,.565,,,2.9,1.7,,,,1.3,5.3
98,Kenny Sears,SF,29,SFW,54,,14.5,2.1,3.9,.533,,,,2.1,3.9,.533,.533,1.9,2.3,.861,,,2.6,1.0,,,,1.8,6.1
99,Frank Selvy,SG,30,LAL,80,,29.6,4.0,9.3,.424,,,,4.0,9.3,.424,.424,2.4,3.4,.714,,,3.6,3.5,,,,1.9,10.3
100,Lee Shaffer,SF,23,SYR,80,,29.9,7.5,17.4,.429,,,,7.5,17.4,.429,.429,3.7,4.7,.784,,,6.6,1.2,,,,3.1,18.6
101,Gene Shue,PG,31,NYK,78,,29.3,4.5,11.5,.396,,,,4.5,11.5,.396,.396,2.7,3.9,.689,,,2.4,3.3,,,,2.2,11.7
102,Jeff Slade,F,21,CHZ,3,,6.7,0.7,1.7,.400,,,,0.7,1.7,.400,.400,0.0,0.3,.000,,,2.3,0.0,,,,1.0,1.3
103,Adrian Smith,SG,26,CIN,79,,19.3,3.1,6.9,.443,,,,3.1,6.9,.443,.443,2.8,3.5,.811,,,2.2,1.8,,,,2.0,8.9
104,Larry Staverman,PF,26,CHZ,33,,18.2,2.8,5.9,.485,,,,2.8,5.9,.485,.485,1.5,1.9,.790,,,4.8,1.3,,,,2.8,7.2
105,Tom Stith,SF,24,NYK,25,,8.4,1.5,4.4,.336,,,,1.5,4.4,.336,.336,0.1,0.4,.300,,,1.6,0.7,,,,0.9,3.1
106,Dan Swartz,SF,28,BOS,39,,8.6,1.5,3.8,.380,,,,1.5,3.8,.380,.380,1.6,1.8,.847,,,2.3,0.5,,,,2.4,4.5
107,Dan Tieman,PG,22,CIN,29,,6.1,0.5,2.0,.263,,,,0.5,2.0,.263,.263,0.1,0.3,.400,,,0.8,0.9,,,,0.6,1.2
108,Gene Tormohlen,C,25,STL,7,,6.7,0.7,1.4,.500,,,,0.7,1.4,.500,.500,0.3,1.4,.200,,,2.1,0.7,,,,1.6,1.7
109,Jack Twyman*,SF,28,CIN,80,,32.8,8.0,16.7,.480,,,,8.0,16.7,.480,.480,3.8,4.7,.811,,,7.5,2.7,,,,3.6,19.8
110,Chico Vaughn,SG,22,STL,77,,24.0,3.8,9.2,.417,,,,3.8,9.2,.417,.417,2.4,3.4,.720,,,3.4,3.3,,,,2.6,10.1
111,Chet Walker*,SF,22,SYR,78,,25.5,4.5,9.6,.469,,,,4.5,9.6,.469,.469,3.2,4.6,.699,,,7.2,1.1,,,,2.8,12.3
112,Ben Warley,PF,26,SYR,26,,7.9,1.9,4.3,.450,,,,1.9,4.3,.450,.450,1.0,1.3,.714,,,3.3,0.2,,,,1.6,4.8
113,Ralph Wells,G,22,CHZ,3,,16.0,0.3,2.3,.143,,,,0.3,2.3,.143,.143,0.0,2.3,.000,,,2.0,2.3,,,,2.0,0.7
114,Jerry West*,PG,24,LAL,55,,39.3,10.2,22.1,.461,,,,10.2,22.1,.461,.461,6.7,8.7,.778,,,7.0,5.6,,,,2.7,27.1
115,Hubie White,SG,23,SFW,29,,9.3,1.4,3.8,.360,,,,1.4,3.8,.360,.360,0.4,0.6,.667,,,1.2,1.0,,,,1.6,3.2
116,Gene Wiley,C,25,LAL,75,,19.8,1.5,3.1,.462,,,,1.5,3.1,.462,.462,0.3,0.9,.338,,,6.7,0.5,,,,2.4,3.2
117,Lenny Wilkens*,PG,25,STL,75,,34.3,4.4,11.1,.399,,,,4.4,11.1,.399,.399,3.0,4.3,.696,,,5.4,5.1,,,,3.4,11.8
